PORT_NAME,CNTR_CODE3,LONGITUDE,LATITUDE
STRANDA,NOR,6.937927246,62.31689453
BUD,NOR,6.916667,62.9
AUKRA,NOR,6.9137455,62.7902995
SKIKDA,DZA,6.9071,36.89053387
APPINGEDAM,NLD,6.85,53.31666667
MUHLHEIM AN DER RUHR,DEU,6.845284486,51.43743278
HEROY (I NORDLAND),NOR,6.833225243,61.18722191
DORMAGEN,DEU,6.831132499,51.09703029
UNKNOWN_126,NOR,6.821358958,58.26194276
UNKNOWN_106,NOR,6.821358958,58.26194276
EEMSHAVEN,NLD,6.82062376,53.45198833
FARSUND,NOR,6.816667,58.083333
HENGELO,NLD,6.808105469,52.24572754
STURZELBERG,DEU,6.8,51.11666667
ST RAPHAEL,FRA,6.777287209,43.41508837
SAINT-RAPHAEL HARBOR,FRA,6.770906949,43.41777778
SAINT-RAPHAEL,FRA,6.766667,43.416667
ONITSHA,NGA,6.765346527,6.134922429
DUISBURG,DEU,6.754590773,51.44580404
BORKUM I.,DEU,6.752502441,53.55969238
LOKOJA,NGA,6.748995778,7.799609192
DUSSELDORF,DEU,6.741270275,51.21673574
SAO TOME,STP,6.740905762,0.346923828
RUHRORT,DEU,6.733609378,51.45056434
GRANVIN,NOR,6.727171,60.525066
STRYN,NOR,6.7184815,61.904925
HOMBERG,DEU,6.712306537,51.45883051
SKODJE,NOR,6.7041325,62.504018
NEUSS,DEU,6.703822436,51.211006
WALSUM,DEU,6.701969012,51.5298675
ORSOY,DEU,6.690124512,51.52789307
MIDSUND,NOR,6.676445,62.673371
KREFELD,DEU,6.669794582,51.34038824
FLEKKEFJORDEN,NOR,6.666667,58.3
FLEKKEFJORD,NOR,6.661315918,58.29150391
ST TROPEZ,FRA,6.634757498,43.27147409
SAINT-TROPEZ HARBOR,FRA,6.633333333,43.27055556
SAINT-TROPEZ,FRA,6.633333,43.266667
RHEINBERG-OSSENBERG,DEU,6.603088379,51.57049561
WESEL,DEU,6.60168457,51.65087891
EMMELSUM,DEU,6.59552002,51.60089111
VIK,NOR,6.583333333,61.08333333
GRONINGEN,NLD,6.582885742,53.21789551
SYKKYLVEN,NOR,6.581948,62.387268
COLLO,DZA,6.5651,37.01643387
ODDA,NOR,6.55,60.083333
KIRKEHAMN,NOR,6.533333,58.233333
BALESTRAND,NOR,6.528903,61.2031075
BRATTVAG/HARAM,NOR,6.440158,62.5887865
PORT OF ALVIK,NOR,6.421436985,60.43138889
LOCHEM,NLD,6.413330078,52.16552734
SAUDA,NOR,6.35,59.65
UNKNOWN_122,NOR,6.28714093,58.32099068
UNKNOWN_110,NOR,6.28714093,58.32099068
BRASS OIL TERMINAL,NGA,6.283333,4.083333
REKEFJORD,NOR,6.266667,58.333333
EMMERICH,DEU,6.259614721,51.82932095
JONDAL,NOR,6.254782677,60.2762146
SULDAL/SAND,NOR,6.249511719,59.48510742
BRASS,NGA,6.242908,4.304362
A\xc2\x85LESUND,NOR,6.2195,62.47273387
A\x85LESUND,NOR,6.2195,62.472734
LAUWERSOOG,NLD,6.202787173,53.40872051
ZUTPHEN,NLD,6.2,52.13333333
MEPPEL,NLD,6.184692383,52.7020874
SULA/LANGEVAG,NOR,6.183333333,62.43333333
ALESUND,NOR,6.166667,62.466667
VENLO,NLD,6.164916992,51.37109375
NORHEIMSUND,NOR,6.15,60.366667
DEVENTER,NLD,6.149719238,52.2532959
TEGELEN,NLD,6.138822555,51.34168243
LOBITH,DEU,6.133333333,51.86666667
ORSTAV,NOR,6.133333,62.2
ORSTA,NOR,6.12714529,62.1988945
ZWOLLE,NLD,6.114685059,52.50769043
HASSELT,NLD,6.090087891,52.58947754
MEERLO-WANSUM,NLD,6.079284668,51.54608154
HOYANGER,NOR,6.0736645,61.2199815
VOLDA,NOR,6.070858955,62.14469147
KESSEL,NLD,6.0526165,51.2914545
SWALMEN,NLD,6.039051533,51.23338318
SMALLINGERLAND,NLD,6.038696289,53.10852051
HAREID,NOR,6.033333,62.366667
STRAND,NOR,6.0325,59.025834
RHEDEN,NLD,6.030491352,52.00556946
HAREID/BRATTVAG,NOR,6.0246255,62.3716255
VIERLINGSBEEK,NLD,6.024291992,51.59729004
DUIVEN,NLD,6.021987438,51.94913483
EGERSUND,NOR,6,58.45
NORDFJORDEID/EID,NOR,5.9952415,61.909291
EIGERSUND,NOR,5.989501953,58.44769287
BERGUM,NLD,5.983479915,53.19820976
ROERMOND,NLD,5.974874181,51.1925434
GENNEP,NLD,5.967285156,51.68847656
ETNE,NOR,5.9431265,59.6661355
SKANEVIK,NOR,5.9343,59.734334
KAMPEN,NLD,5.915283203,52.56207275
TOULON,FRA,5.913621299,43.11808724
STRAND/TAU/JORPELAND,NOR,5.912902832,59.06408691
PORT OF TAU,NOR,5.906713781,59.06305556
PORT OF TOULON LA SEYNE,FRA,5.904770318,43.11055556
MAASBRACHT,NLD,5.887742415,51.14843573
LA SEYNE-SUR-MER,FRA,5.887555871,43.10699996
DJEN-DJEN,DZA,5.883333,36.816667
NIJMEGEN,NLD,5.855102539,51.85089111
CUIJK,NLD,5.853588787,51.74539346
FORDE,NOR,5.849906284,61.45390532
OLEN,NOR,5.808288574,59.60650635
BORN,NLD,5.807893753,51.03120041
UNKNOWN_125,NOR,5.8016635,60.814766
UNKNOWN_108,NOR,5.8016635,60.814766
LEEUWARDEN,NLD,5.787475586,53.19873047
JIJEL,DZA,5.783333,36.833333
HUSNES,NOR,5.766667,59.866667
STEIN,NLD,5.766337871,50.96847534
SANDNES,NOR,5.75,58.85
STAVANGER,NOR,5.75,58.966667
VAKSDAL,NOR,5.733333,60.483333
RENKUM,NLD,5.729125977,51.96887207
WARRI,NGA,5.724474,5.516646
NAUSTDAL,NOR,5.7165245,61.5119885
LEMMER,NLD,5.707111632,52.84110418
MAASTRICHT,NLD,5.694885254,50.85107422
LEMSTERLAND,NLD,5.693706539,52.85847314
STRANDVIK,NOR,5.666667,60.166667
WAGENINGEN,NLD,5.658508301,51.96130371
SNEEK,NLD,5.656677246,53.02868652
SAPELE,NGA,5.656230196,5.917157837
FOSNAVAG,NOR,5.6531,62.348734
LANAKEN,BEL,5.651977539,50.88960266
MOLDTUSTRANDA,NOR,5.65,62.3
LIEGE (LUIK),BEL,5.636707968,50.65725045
LIEGE,BEL,5.632873535,50.65350342
UNKNOWN_104,NOR,5.6258585,60.2050055
UNKNOWN_124,NOR,5.6258585,60.2050055
MIERLO,NLD,5.618030548,51.44009399
AMELAND,NLD,5.61529541,53.44207764
LA CIOTAT,FRA,5.608881695,43.17167843
DRUTEN,NLD,5.603271484,51.89807129
PENNINGTON,NGA,5.6025,4.249733868
PENNINGTON OIL TERMINAL,NGA,5.6,4.25
VANYLVEN,NOR,5.5865,62.076434
TANANGER,NOR,5.583333,58.933333
BUDEL,NLD,5.575634002,51.27405167
RHENEN,NLD,5.567321777,51.95452881
OSS,NLD,5.547912598,51.80670166
FRANEKERADEEL,NLD,5.543884277,53.18469238
CASSIS,FRA,5.533333333,43.21666667
VANYLVEN/AHEIM,NOR,5.531311035,62.03509522
LIENDEN,NLD,5.519782066,51.94743729
KARSTO,NOR,5.516667,59.266667
BURUTU,NGA,5.5125,5.35553387
STORD/LEIRVIK,NOR,5.508300781,59.77893066
PORT OF STORD,NOR,5.501413428,59.78
LERVIK,NOR,5.5009,59.788334
GENK,BEL,5.500658035,50.96390915
LEIRVIK,NOR,5.5,59.783333
ECHTELD,NLD,5.4992725,51.9093895
LELYSTAD,NLD,5.474966132,52.51108529
NIJKERK,NLD,5.468848814,52.25783755
KOKO,NGA,5.459189725,5.998754841
AALST,NLD,5.45,51.38333333
TIEL,NLD,5.442871094,51.88549805
LITH,NLD,5.437678,51.805399
FORCADOS,NGA,5.433333,5.366667
HARLINGEN,NLD,5.427845579,53.18539065
UNKNOWN_109,NOR,5.426972,60.502636
MOSTERHAMN,NOR,5.4,59.7
SAGVAG,NOR,5.383333,59.766667
SELJE,NOR,5.3493025,62.041917
MARSEILLE,FRA,5.345708259,43.32657406
FITJAR,NOR,5.326014,59.9207635
SEA EAGLE TERMINAL,NGA,5.316667,4.8
KOPERVIK,NOR,5.316667,59.283333
PORT OF BERGEN,NOR,5.30825,60.3950385
SVELGEN,NOR,5.2939,61.767834
S-HERTOGENBOSCH,NLD,5.285522461,51.70507813
SKUDENESHAVN,NOR,5.266667,59.15
HAUGESUND,NOR,5.266667,59.416667
PORT OF KARMSUND,NOR,5.2578055,59.4141465
ESCRAVOS,NGA,5.198533408,5.610025396
LUMMEN,BEL,5.191952,50.98631
FORCADOS OIL TERMINAL,NGA,5.183333,5.166667
AKRAHAMN,NOR,5.183333,59.266667
BERRE,FRA,5.1745,43.486534
BRATTHOLMEN,NOR,5.166667,60.35
ESPEVAER,NOR,5.15,59.583333
ETANG-DE-BERRE,FRA,5.149372658,43.45976694
KWAADMECHELEN,BEL,5.146891,51.101718
PORT OF MAALOY,NOR,5.11861013,61.93722222
MELING,NOR,5.116667,59.783333
MALOY,NOR,5.116667,61.933333
LA MEDE,FRA,5.116666667,43.4
ESCRAVOS OIL TERMINAL,NGA,5.106360424,5.550833333
BRAKEL,NLD,5.091491699,51.82489014
TESSENDERLO,BEL,5.0882695,51.067791
VLIELAND,NLD,5.083333333,53.3
BEJAIA,DZA,5.0797,36.751234
UTRECHT,NLD,5.078674316,52.1060791
WAALWIJK,NLD,5.071538448,51.68211365
ASKVOLL,NOR,5.066101074,61.34729004
FLORA,NOR,5.0553,61.498434
MAARSSEN,NLD,5.054077148,52.1282959
MONNICKENDAM,NLD,5.040849265,52.4605378
UNKNOWN_105,NOR,5.035235,60.993088
MONGSTAD,NOR,5.033333,60.816667
FLORO,NOR,5.033333,61.6
FLORO/FLORA,NOR,5.032287598,61.60089111
CALAL DE CARONTE,FRA,5.022143698,43.40333333
TRANNESET,NOR,5.016667,60.416667
CARONTE,FRA,5.016666667,43.4
PORT OF AGOTNES,NOR,5.008657244,60.4125
LAVERA,FRA,4.994962114,43.39543913
MARSEILLE OIL TERMINAL,FRA,4.990323468,43.39450165
PORT-DE-BOUC,FRA,4.984130787,43.40124163
GORINCHEM,NLD,4.974121094,51.82629394
BREMANGER,NOR,4.970275879,61.84008789
PORT OF FOS-SUR-MER,FRA,4.909893993,43.42416667
WERKENDAM,NLD,4.893493652,51.81750488
FOS,FRA,4.883333,43.416667
TEXEL,NLD,4.879516602,53.16308594
HARDINXVELD-GIESSENDAM,NLD,4.877319336,51.81890869
RAAMSDONK,NLD,4.86529541,51.69708252
GEERTRUIDENBERG,NLD,4.864318848,51.70770264
ZAANDAM,NLD,4.851439522,52.42499736
STURA,NOR,4.85,60.616667
AMSTERDAM,NLD,4.847057423,52.39838909
OOSTERHOUT,NLD,4.846679687,51.65228272
ZAANSTAD,NLD,4.835083008,52.42907715
CHALON-SUR-SAONE,FRA,4.833777263,46.78102768
UKPOKITI MARINE TERMINAL,NGA,4.833333,5.733333
LYON,FRA,4.832734595,45.71411305
HERENTALS,BEL,4.831936359,51.17548752
PORT-SAINT-LOUIS-DU-RHONE,FRA,4.828256654,43.38828837
DEN HELDER,NLD,4.783659011,52.95491161
BERGAMBACHT,NLD,4.782714844,51.91888428
BREDA,NLD,4.781312288,51.58513624
SLIEDRECHT,NLD,4.761474609,51.81890869
PAPENDRECHT,NLD,4.723455648,51.82742402
HOOGE EN LAAGE ZWALUWE,NLD,4.704202652,51.70993042
GOUDA,NLD,4.7,52.01666667
NIEUW-LEKKERLAND,NLD,4.683898926,51.89190674
DORDRECHT,NLD,4.667125529,51.79933934
BEVERWIJK,NLD,4.662719727,52.46209717
HENDRIK-IDO-AMBACHT,NLD,4.653076172,51.85528564
ALBLASSERDAM,NLD,4.647888184,51.8638916
HAARLEM,NLD,4.638940177,52.37842129
ARLES,FRA,4.633333333,43.68333333
OUDERKERK,NLD,4.63269043,51.93469238
VELSEN,NLD,4.632507324,52.46569824
RIDDERKERK,NLD,4.628112793,51.87609863
S-GRAVENDEEL,NLD,4.625671387,51.78070068
ZWIJNDRECHT,NLD,4.613258758,51.80876529
MOERDIJK,NLD,4.596833997,51.68497637
CAPELLE AAN DEN IJSSEL,NLD,4.595703125,51.92730713
IJMUIDEN,NLD,4.585600766,52.4584164
KRIMPEN AAN DEN IJSSEL,NLD,4.581298828,51.90509033
KLUNDERT,NLD,4.536786079,51.66355896
MECHELEN,BEL,4.466743571,51.03284376
FIJNAART EN HEIJNINGE,NLD,4.4654005,51.6371345
ZEMST,BEL,4.463455,50.984394
OUD EN NIEUW GASTEL,NLD,4.460327148,51.58709717
VILVOORDE,BEL,4.416666667,50.93333333
SCHIEDAM,NLD,4.397094727,51.89929199
PORT OF BRUSSELS,BEL,4.386160188,50.88611111
GRIMBERGEN,BEL,4.3704175,50.9331115
DINTELOORD EN PRINSENLAND,NLD,4.368896484,51.63568115
VLAARDINGEN,NLD,4.362281472,51.90626322
WILLEBROEK,BEL,4.360176086,51.0605278
TISSELT,BEL,4.3587215,51.0340855
BRUXELLES (BRUSSEL),BEL,4.358520508,50.87188721
KAPELLE-OP-DEN-BOS,BEL,4.355713367,51.01327515
BRUXELLES,BEL,4.35,50.866667
BRUSSEL (BRUXELLES),BEL,4.341258047,50.84308164
ROTTERDAM,NLD,4.336642395,51.90663133
ANTWERP,BEL,4.33520961,51.27510894
HOBOKEN,BEL,4.333333333,51.16666667
BURCHT,BEL,4.333333333,51.2
KRUIBEKE,BEL,4.3125245,51.1711655
DEN HAAG (S-GRAVENHAGE),NLD,4.300000068,52.08330148
RUISBROEK,BEL,4.3,50.78333333
WINTHAM,BEL,4.2979385,51.1065865
ANTWERP NORTH,BEL,4.293757362,51.29777778
BOTLEK,NLD,4.291085862,51.8831999
RUPELMONDE,BEL,4.29093,51.1276405
PUURS,BEL,4.276367,51.076412
MAHON,ESP,4.265386076,39.89313854
SCHEVENINGEN,NLD,4.262725279,52.09893325
MAASSLUIS,NLD,4.253295898,51.91333008
ROZENBURG,NLD,4.25056051,51.88781073
BERGEN OP ZOOM,NLD,4.241699219,51.50170898
TEMSE,BEL,4.200354566,51.11845324
MIDDELHARNIS,NLD,4.200073242,51.7835083
LA LOUVIERE,BEL,4.1927,50.49403387
EUROPOORT,NLD,4.13437537,51.93872824
HELLEVOETSLUIS,NLD,4.121078607,51.82428944
HOEK VAN HOLLAND,NLD,4.11658497,51.98203081
HONTENISSE,NLD,4.089294434,51.36309814
LA GRANDE-MOTTE,FRA,4.081475178,43.55640235
GOERDEREEDE,NLD,4.036043062,51.82192262
STELLENDAM,NLD,4.0275945,51.8039205
REIMERSWAAL,NLD,4.009277344,51.43969727
HANSWEERT,NLD,4.008798176,51.44872511
WEMELDINGE,NLD,4.005916137,51.51414876
BROUWERSHAVEN HARBOUR,NLD,3.90795053,51.72944444
PORT OF ZIERIKZEE,NLD,3.906713781,51.64222222
DELLYS,DZA,3.8797,36.923534
CIUDADELA,ESP,3.833333333,40
SLUISKIL,NLD,3.833333333,51.3
TERNEUZEN,NLD,3.82073997,51.33156514
ZELZATE,BEL,3.807545409,51.21051781
SAS VAN GENT,BEL,3.7960045,51.227561
TERDONK,BEL,3.78398786,51.13935733
THE PORT OF GHENT,BEL,3.76737338,51.11444444
DOORNZELLE,BEL,3.7575,51.12123387
GHENT,BEL,3.747151826,51.09543732
LANGERBRUGGE,BEL,3.743601081,51.1149693
GENT,BEL,3.741699219,51.08508301
SETE,FRA,3.714559573,43.40693513
VLISSINGEN,NLD,3.693204727,51.45476719
BORSELE,NLD,3.672912598,51.45727539
MIDDELBURG,NLD,3.608886719,51.49212647
UNKNOWN_2438,NLD,3.6,51.45
VLISSINGEN WEST,NLD,3.59154,51.44786
BRESKENS,NLD,3.569169285,51.39634869
LE CAP D'AGDE,FRA,3.506135144,43.27984768
PORT OF APAPA,NGA,3.422673734,6.445277778
TIN CAN ISLAND PORT (TCIP),NGA,3.350176678,6.434166667
TIN CAN ISLAND,NGA,3.35,6.35
BRUGES,BEL,3.220503242,51.23021017
UNKNOWN_247,BEL,3.21,51.23
ZEEBRUGGE,BEL,3.209225073,51.32976267
LAS HORMIGAS,ESP,3.183333333,41.86666667
ROSAS,ESP,3.179517664,42.25400499
ALCUDIA,ESP,3.137562549,39.83749923
PUERTO DE ALCUDIA,ESP,3.133333,39.833333
PALAMOS,ESP,3.130501065,41.84464568
PUERTO DE PALAMOS,ESP,3.125147232,41.84416667
PORT-VENDRES,FRA,3.116667,42.516667
PORT VENDRES,FRA,3.112572805,42.51836022
ALGER,DZA,3.063903809,36.78668213
ALGIERS,DZA,3.063903809,36.78668213
PORT-LA-NOUVELLE,FRA,3.063903809,43.01647949
PORT LA NOUVELLE,FRA,3.051126614,43.02171126
LILLE,FRA,3.0485,50.636734
SAN FELIU DE GUIXOLS,ESP,3.033333,41.783333
OOSTENDE,BEL,2.93386028,51.22930068
NIEUWPOORT,BEL,2.747573551,51.1420116
UNKNOWN_2882,BEN,2.65,6.3
PALMA DE MALLORCA,ESP,2.633333,39.566667
PALMA MALLORCA,ESP,2.632914205,39.55920218
PORT OF MALLORCA,ESP,2.62532391,39.55111111
PORT NOVO,BEN,2.6177,6.459934
ARENYS DE MAR,ESP,2.559402333,41.57754607
EVRY,FRA,2.46389273,48.62750317
COTONOU,BEN,2.456601312,6.355323788
DUNKERQUE PORT EST,FRA,2.383333,51.05
PARIS,FRA,2.333333333,48.86666667
MASNOU,ESP,2.311639408,41.47498048
GENNEVILLIERS,FRA,2.279047124,48.94110177
DUNKERQUE (DUNKIRK),FRA,2.228912476,51.02191796
PORT OF CHERCHELL,DZA,2.187396938,36.61083333
DUNKERQUE,FRA,2.1789215,51.0160065
BARCELONA,ESP,2.166653096,41.35174782
GRAVELINES,FRA,2.116667,51
CALAIS,FRA,1.865547838,50.96824578
VALLCARCA,ESP,1.864604902,41.23813745
ABBEVILLE,FRA,1.8365,50.104934
SITGES,ESP,1.824639663,41.23378649
LOWESTOFT,GBR,1.755977821,52.47439897
LIMAY,FRA,1.751586217,48.9745231
GREAT YARMOUTH,GBR,1.735473633,52.57110596
VILLANUEVA Y GELTRU,ESP,1.733333333,41.23333333
VILANOVA Y GELTRU,ESP,1.733333,41.233333
VILANOVA I LA GELTRU,ESP,1.732429845,41.2118642
UNKNOWN_2493,GBR,1.666666667,52.31666667
SAINT-VALERY-SUR-SOMME,FRA,1.616667,50.183333
BOULOGNE SUR MER,FRA,1.585810568,50.72183676
ANECHO,TGO,1.5851,6.216534
BOULOGNE-SUR-MER,FRA,1.577514648,50.72509766
CANTLEY,GBR,1.533333333,52.56666667
KPEME,TGO,1.5005,6.198734
IBIZA,ESP,1.442009045,38.91268913
RAMSGATE,GBR,1.416709309,51.32810977
CALA SABINA,ESP,1.416370481,38.73275207
TORREDEMBARRA,ESP,1.40265376,41.13447854
DEAL,GBR,1.3979,51.208934
LE TREPORT,FRA,1.382786634,50.06110179
SANDWICH,GBR,1.339451,51.272013
DOVER HARBOR,GBR,1.333333,51.116667
DOVER,GBR,1.32079154,51.12215432
NORWICH,GBR,1.316666667,52.63333333
FELIXSTOWE,GBR,1.310523163,51.95355967
TENES,DZA,1.3061,36.518134
HARWICH,GBR,1.288330078,51.94927978
LOME,TGO,1.284248,6.142423
PORT DE LOME,TGO,1.283333,6.133333
PARKESTON QUAY,GBR,1.252767,51.9430725
TARRAGONA,ESP,1.22836234,41.10072992
FOLKESTONE HARBOUR,GBR,1.2,51.083333
UNKNOWN_2485,GBR,1.183333333,51.08333333
IPSWICH,GBR,1.160522461,52.04608154
BONSECOURS,FRA,1.125480767,49.42484225
DIEPPE,FRA,1.086063319,49.92563056
MISTLEY,GBR,1.078674316,51.94689941
CAMBRILS,ESP,1.062145213,41.06349583
ROUEN,FRA,1.037846896,49.42899628
WHITSTABLE,GBR,1.03348007,51.36534108
BRIGHTLINGSEA,GBR,1.028673882,51.80628307
PETIT COURONNE,FRA,1.008237312,49.37837621
KETA,GHA,0.9925,5.905234
FINGRINGHOE,GBR,0.966666667,51.83333333
WIVENHOE,GBR,0.963420349,51.85446355
ROWHEDGE,GBR,0.944265,51.854724
COLCHESTER,GBR,0.916666667,51.9
FAVERSHAM,GBR,0.9,51.31666667
WELLS,GBR,0.8524075,52.9532815
BURNHAM-ON-CROUCH,GBR,0.816842794,51.62666321
UNKNOWN_2494,GBR,0.7925405,51.6298125
WALLASEA,GBR,0.784912109,51.62390137
BALTIC WHARF,GBR,0.783333333,51.63333333
RIDHAM DOCK,GBR,0.767341934,51.38360378
RYE HARBOUR,GBR,0.766667,50.933333
RYE,GBR,0.766666667,50.95
ST WANDRILLE,FRA,0.758805274,49.51913913
SHEERNESS,GBR,0.746984549,51.44585412
QUEENBOROUGH,GBR,0.7323022,51.4164562
ROCHFORD,GBR,0.725891113,51.57769775
SOUTHEND,GBR,0.716666667,51.53333333
ISLE OF GRAIN,GBR,0.7144975,51.4549865
THAMESPORT,GBR,0.685806832,51.43472222
MALDON,GBR,0.683333333,51.73333333
LEIGH-ON-SEA,GBR,0.666666667,51.55
OAKHAMNESS,GBR,0.659947088,51.41806731
OTTERHAM QUAY,GBR,0.633499272,51.38235728
SAN CARLOS DE LA RAPITA,ESP,0.60194347,40.61661277
KINGSNORTH,GBR,0.601329,51.420363
PUERTO DE LA SAN CARLOS DE LA RAPITA,ESP,0.600176678,40.61555556
CANVEY ISLAND,GBR,0.576837889,51.50898057
BATTLESBRIDGE,GBR,0.5703965,51.6225535
GILLINGHAM,GBR,0.563454657,51.39579007
ALCANAR,ESP,0.551295428,40.57227995
CEMEX ALCANAR,ESP,0.55,40.57083333
HOLE HAVEN,GBR,0.549215142,51.51753427
LONDON MEDWAY,GBR,0.548488694,51.3786897
CHATHAM,GBR,0.542175802,51.4014782
SHELL HAVEN,GBR,0.534075866,51.5166156
PORT JEROME,FRA,0.533333333,49.46666667
GRAVENCHON,FRA,0.5277,49.470234
CORYTON,GBR,0.5228075,51.511817
ALCACER,ESP,0.5161,40.530234
STROOD,GBR,0.5,51.4
ROCHESTER,GBR,0.483101378,51.38433196
VINAROZ,ESP,0.474732108,40.46224123
CLIFFE,GBR,0.466666667,51.46666667
HALLING,GBR,0.45,51.36666667
KING'S LYNN,GBR,0.392089844,52.75427246
GRAVESEND,GBR,0.382240932,51.44352835
FECAMP,FRA,0.372194302,49.76200007
BERVILLE,FRA,0.3619,49.436234
TILBURY,GBR,0.34617703,51.46009753
NORTHFLEET,GBR,0.333333118,51.43333418
EASTBOURNE,GBR,0.329232161,50.79416284
GREENHITHE,GBR,0.283333333,51.45
DARTFORD,GBR,0.248468025,51.46532986
PURFLEET,GBR,0.233333333,51.48333333
HONFLEUR,FRA,0.231515736,49.42666941
GONFREVILLE-L'ORCHER,FRA,0.211717031,49.50096092
PORT SUTTON BRIDGE,GBR,0.198120117,52.76867676
HARFLEUR,FRA,0.1980965,49.5065535
PUERTO DE JAVEA,ESP,0.185276796,38.79722222
RAINHAM,GBR,0.183333764,51.50000015
ERITH,GBR,0.181713388,51.48171095
PORT DU HAVRE-ANTIFER,FRA,0.15,49.65
DAGENHAM,GBR,0.15,51.51666667
WISBECH,GBR,0.147705078,52.65667725
LE HAVRE,FRA,0.13247063,49.48419095
DENIA,ESP,0.11511083,38.84327055
BARKING,GBR,0.1,51.51666667
DEAUVILLE,FRA,0.0817,49.368534
MOSTAGANEM,DZA,0.0783,35.937534
NEWHAVEN,GBR,0.061386944,50.78604703
NORTH WOOLWICH,GBR,0.0559,51.499834
NEWHAVEN HARBOUR,GBR,0.053003534,50.78694444
SILVERTOWN,GBR,0.033333333,51.5
FOSDYKE,GBR,0.033333333,52.86666667
CASTELLON,ESP,0.020507545,39.97284115
TEMA,GHA,0.016667,5.616667
EL GRAO,ESP,0.016667,39.966667
GREENWICH,GBR,2.51457E-07,51.48333357
PORT OF PENNSAUKEN,ATA,0,-75.08333333
BOSTON,GBR,-0.016666667,52.96666667
CONVOYS WHARF,GBR,-0.026891473,51.48695737
DEPTFORD,GBR,-0.033333513,51.48333357
GAO,MLI,-0.051707625,16.27808904
BURRIANA,ESP,-0.070424528,39.86149191
GRIMSBY,GBR,-0.075862138,53.57792935
LONDON,GBR,-0.083333333,51.5
CABOURG,FRA,-0.099810013,49.29342105
BRIGHTON,GBR,-0.100448372,50.81117026
BENIDORM,ESP,-0.1159,38.530534
TETNEY TERMINAL,GBR,-0.116666453,53.5666665
PUERTO DE GANDIA,ESP,-0.15,39
GANDIA,ESP,-0.153112797,38.99484907
BRIDLINGTON,GBR,-0.183333,54.083333
IMMINGHAM,GBR,-0.190848621,53.62757402
SAGUNTO,ESP,-0.212836887,39.65426242
SHOREHAM,GBR,-0.225300177,50.82914388
HUMBER SEA TERMINAL,GBR,-0.234040047,53.66638889
LIBOURNE,FRA,-0.2436,44.907734
SALT END,GBR,-0.24360226,53.73453431
KILLINGHOLME,GBR,-0.245464266,53.66418842
OUISTREHAM,FRA,-0.249179076,49.28018828
ARZEW EL DJEDID,DZA,-0.25,35.816667
SHOREHAM HARBOUR,GBR,-0.25,50.816667
PORTSLADE,GBR,-0.2618,50.836934
KINGSTON-UPON-HULL,GBR,-0.266830898,53.74687057
HULL,GBR,-0.303312456,53.73958879
ARZEW,DZA,-0.3053,35.850734
VALENCIA,ESP,-0.322482808,39.44229267
PORT DE CAEN,FRA,-0.35,49.183333
CAEN,FRA,-0.35,49.18333333
BOUREM,MLI,-0.355419517,16.95217066
NEW HOLLAND,GBR,-0.359652,53.700417
IZON,FRA,-0.36,44.935334
SCARBOROUGH,GBR,-0.38614818,54.2848861
BARROW-ON-HUMBER,GBR,-0.391612811,53.69611206
BARTON ON HUMBER,GBR,-0.433333333,53.68333333
ALICANTE,ESP,-0.490863184,38.33573316
BASSENS,FRA,-0.523801061,44.89759528
LITTLEHAMPTON,GBR,-0.533296568,50.80297017
AMBES,FRA,-0.533333,45.016667
LITTLEHAMPTON HARBOUR,GBR,-0.533333,50.783333
SANTA POLA,ESP,-0.560771763,38.18925706
BORDEAUX,FRA,-0.566666667,44.83333333
BEC D'AMBES,FRA,-0.568033616,45.0341608
WHITBY,GBR,-0.614152892,54.4904705
WINNEBA,GHA,-0.6206,5.337933868
ORAN,DZA,-0.6488,35.718034
ISLAS HORMIGAS,ESP,-0.65,37.65
UNKNOWN_2491,GBR,-0.65,53.58333333
BLAYE,FRA,-0.662294,45.1278115
BURTON-UPON-STATHER,GBR,-0.680855,53.6493655
TORREVIEJA,ESP,-0.686289307,37.97234973
TRENT RIVER,GBR,-0.689537014,53.65782674
FLIXBOROUGH,GBR,-0.699264981,53.6169515
KINGS FERRY,GBR,-0.699311545,53.64965658
MERS EL KEBIR,DZA,-0.7,35.733333
GROVE WHARVES,GBR,-0.717535708,53.6062356
GUNNESS,GBR,-0.724906,53.589057
KEADBY,GBR,-0.7394235,53.588257
PAUILLAC,FRA,-0.75,45.2
UNKNOWN_2443,GBR,-0.7545225,60.4247695
UNKNOWN_2478,GBR,-0.7545225,60.4247695
SAN PEDRO DEL PINATAR,ESP,-0.755451584,37.82066777
CHICHESTER,GBR,-0.773350656,50.83001709
GAINSBOROUGH,GBR,-0.78281524,53.40131147
MARANS,FRA,-0.8136,46.309834
BECKINGHAM,GBR,-0.8281245,53.396483
RIVER OUSE,GBR,-0.850705677,53.73251917
ITCHENOR,GBR,-0.865355285,50.80624084
UNKNOWN_2444,GBR,-0.866392,60.758449
UNKNOWN_2465,GBR,-0.866392,60.758449
HOWDENDYKE,GBR,-0.866666667,53.75
GOOLE,GBR,-0.877204437,53.69877049
PORT OF TONNAY-CHARENTE,FRA,-0.889693757,45.94194444
TEMERA,MLI,-0.897685066,16.99874514
TONNAY CHARENTE,FRA,-0.9,45.95
UNKNOWN_2469,GBR,-0.916666667,60.61666667
