PORT_NAME,CNTR_CODE3,LONGITUDE,LATITUDE
RAS BADRAN OIL TERMINAL,EGY,33.166667,28.95
ABU ZENIMA,EGY,33.1191,29.04313387
RAS ABU ZANIMAH,EGY,33.116667,29.033333
RAS GHARIB,EGY,33.1,28.35
MURMANSK,RUS,33.07147217,69.04608154
NASSER,SSD,33.061324,8.613087
MYS ABRAM,RUS,33.033333,68.983333
AKROTIRI,CYP,33.03295298,34.57202223
LIMASSOL PORT,CYP,33.01772674,34.65
LEMESOS (LIMASSOL),CYP,33.01647949,34.65289307
LIMASSOL,CYP,33.01494735,34.65024718
CIDE,TUR,33.0111,41.91653387
SKADOVS'K,UKR,32.916667,46.1
SKADOVSK,UKR,32.910919,46.10966
MWANZA,TZA,32.900736,-2.535797
KOVDA,RUS,32.866667,66.683333
ANAMUR,TUR,32.8577,36.05263387
XEROS,CYP,32.833333,35.133333
GEMIKONAGI,CYP,32.8233,35.142834
RENK,SSD,32.78876895,11.74784782
KOSTI,SDN,32.73159742,13.14568373
RAS SUDR TERMINAL,EGY,32.70212014,29.57722222
RAS SUDR,EGY,32.7,29.583333
CHORNOMORS KE,UKR,32.7,45.516667
ZAFARANA TERMINAL,EGY,32.683333,29.166667
BELA VISTA,MOZ,32.6779,-26.34536613
KHERSON,UKR,32.666709,46.659157
ZA'FARANA,EGY,32.66167067,29.11452307
PORT BELL,UGA,32.65396,0.28967
KHERSON COMMERICAL SEAPORT,UKR,32.60742049,46.61861111
MAPUTO,MOZ,32.5557,-25.95976613
AS SUWAYS,EGY,32.55,29.966667
SUEZ,EGY,32.55,29.9667
ADABIYA,EGY,32.4735,29.86533387
EL-ADABIYA,EGY,32.466667,29.866667
PAFOS  (PAFOS),CYP,32.42129334,34.77762704
PAPHOS,CYP,32.42129334,34.77762704
KANDALAKSHA,RUS,32.4138794,67.12670898
EL SOKHNA,EGY,32.4090021,29.76395533
AMASRA,TUR,32.3933576,41.74945001
AIN SUKHNA,EGY,32.3929,29.51943387
LATCHI,CYP,32.38333333,35.03333333
FANARA,EGY,32.3689,30.28113387
AIN SUKHNA TERMINAL,EGY,32.366667,29.583333
NORTH AIN SUKHNA PORT,EGY,32.366667,29.65
SOKHNA PORT GAS TANKER TERMINAL,EGY,32.366667,29.683333
VITINO,RUS,32.31666667,67.08333333
FAYID,EGY,32.3047,30.33443387
PORT SAID,EGY,32.3009,31.24333387
BUR SAID (PORT SAID),EGY,32.3,31.266667
SUEZ CANAL,EGY,32.29145392,30.58610781
EL ISMAILIYA,EGY,32.283333,30.583333
ISMAILIA,EGY,32.2701,30.58723387
BARTIN,TUR,32.23310449,41.69102536
MELUT,SSD,32.216104,10.438293
MASINDI,UGA,32.092563,1.695042
RICHARDS BAY,ZAF,32.083333,-28.816667
ALANYA,TUR,32,36.533333
MYKOLAYIV,UKR,31.983333,46.95
NIKOLAYEV,UKR,31.972103,46.942205
OKTYABRSK,UKR,31.953456,46.836872
HALYTSYNOVE,UKR,31.945796,46.770615
PORT OKTYABRSK,UKR,31.933333,46.833333
DNIPRO-BUZKYY,UKR,31.883333,46.733333
ZONGULDAK,TUR,31.816667,41.466667
BUKOBA,TZA,31.816247,-1.348394
MONGALIA,SSD,31.768772,5.202586
DAMIETTA,EGY,31.75,31.483333
MALAKAL,SSD,31.650812,9.52648
JUBA,SSD,31.614318,4.830601
BOR,SSD,31.552827,6.204292
EREGLI,TUR,31.45,41.3
WADI HALFA,SDN,31.314527,21.820668
GUTTHOM,SSD,31.298094,6.656906
PECHENGA,RUS,31.2561,69.57373387
MAHAGI,COD,31.2461,2.149134
VARDO,NOR,31.116667,70.366667
DURBAN,ZAF,31.066667,-29.866667
UNKNOWN_2360,RUS,31.02893066,59.94067383
UNKNOWN_2343,RUS,31.02893066,59.94067383
YUZHNYY,UKR,31.014233,46.61876
SHAMBE,SSD,30.774175,7.106743
ODESSA,UKR,30.7547,46.493734
ODESA,UKR,30.733333,46.483333
UNKNOWN_194,UKR,30.65,46.3
ILYICHEVSK,UKR,30.640526,46.340143
ANTALYA,TUR,30.616667,36.833333
AKDENIZ,TUR,30.608741,36.836206
ANTALYA OFFSHORE TERMINAL,TUR,30.6,36.81666667
KEMER,TUR,30.58454826,36.59699709
NTOKORO,UGA,30.537379,1.054325
MOLIRO,ZMB,30.5099,-8.251966132
KASENYI,COD,30.4417,1.389534
BELGOROD-DNESTROVSKIY,UKR,30.373142,46.183247
BELGOROD-DNESTROVSKY,UKR,30.366667,46.183333
ADOK,SSD,30.320728,8.185455
UNKNOWN_2377,RUS,30.3,59.93
SANKT-PETERBURG,RUS,30.3,59.933333
KILO 29,SSD,30.272102,8.552891
UIMAHARJU,FIN,30.25757027,62.91310501
NYAROUMP,SSD,30.243793,8.683699
KEFKEN,TUR,30.21172803,41.16326895
ST PETERSBURG,RUS,30.19750977,59.89349365
UNKNOWN_1888,EGY,30.16765719,31.33492329
EL MAADIYA,EGY,30.15,31.266667
EL MAADIYA PORT,EGY,30.15,31.2667
FINIKE,TUR,30.1469,36.28053387
KITEE,FIN,30.1336625,62.1001855
ABU QIR,EGY,30.0667,31.3167
KIRKENES/SOR-VARANGER,NOR,30.05932617,69.72967529
KIRKENES,NOR,30.05,69.733333
IZMIT,TUR,29.916667,40.766667
PORT OF PUHOS,FIN,29.90194346,62.08861111
ALEXANDRIA,EGY,29.88146288,31.19534167
EL ISKANDARIYA,EGY,29.8799,31.14933387
EL MEKS,EGY,29.84909285,31.15088146
AL ISKANDARIYH (ALEXANDRIA),EGY,29.833333,31.166667
DERINCE,TUR,29.8321,40.757834
GOLCUK BURNU,TUR,29.816667,40.733333
DERINCE BURNU,TUR,29.816667,40.75
GOLCUK,TUR,29.8147,40.73613387
BENTIU,SSD,29.812939,9.285881
EL DEKHEILA,EGY,29.79894961,31.1325957
TUTUNCIFTLIK,TUR,29.7913,40.754134
LOMONOSOV,RUS,29.766667,59.916667
MOBA,COD,29.766334,-7.030639
KRONSHTADT,RUS,29.7532959,59.99047852
JOENSUU,FIN,29.75207036,62.58412834
VADSO,NOR,29.75,70.066667
BATSFJORDEN,NOR,29.733333,70.633333
BATSFJORD,NOR,29.7310791,70.63250732
UST DUNAYSK,UKR,29.711602,45.467234
YARIMCA,TUR,29.7,40.8
UST-DUNAISK,UKR,29.7,45.466667
SULINA (PORT ET ZONE FRANCHE),ROU,29.67741638,45.15593083
SIDI KERIR,EGY,29.67231829,31.0544228
SULINA,ROU,29.666667,45.166667
KAS,TUR,29.6285,36.19703387
HEREKE,TUR,29.6215,40.707134
SIDI KERIR (KURAYR),EGY,29.616667,31.1
SILE,TUR,29.60831989,41.17976795
MEGISTI KASTELORIZOU (MEGISTI KASTELORIZOI),GRC,29.58333333,36.13333333
GEBZE,TUR,29.55,40.766667
DILISKESI,TUR,29.53805539,40.77083198
DILOVASI,TUR,29.534254,40.769362
KABA BURNU,TUR,29.533333,40.766667
DILISKELESI,TUR,29.5173,40.74953387
RUMONGE,BDI,29.4427,-3.96844
KABIMBA,COD,29.348383,-5.552444
BUJUMBURA,BDI,29.34554994,-3.377432562
TUZLA,TUR,29.3255,40.827134
YALOVA,TUR,29.26862313,40.65815722
GOMA,COD,29.221011,-1.683829
KALEMIE,COD,29.20113,-5.947735
KARTAL,TUR,29.1911,40.894734
MALTEPE,TUR,29.1603,40.90733387
NURMES,FIN,29.14834596,63.54185073
KALUNDU,COD,29.130568,-3.433651545
UVIRA,COD,29.1296,-3.4418
GEMLIK,TUR,29.116667,40.416667
BUTONYI,COD,29.104536,-1.961472
SHWISHWI,COD,29.102983,-2.159022
BEYKOZ,TUR,29.1005,41.127534
FETHIYE,TUR,29.1,36.633333
BORUSAN FERTILIZER JETTY,TUR,29.1,40.416667
BERLEVAG,NOR,29.1,70.866667
BWAJINGI,COD,29.098497,-1.944889
MUSHIMBAKE,COD,29.098331,-4.106489
NSULO,COD,29.098094,-1.941361
NKUVU,COD,29.096931,-2.208583
KARHANYWA,COD,29.095075,-2.168819
MUGUZA,COD,29.094497,-2.221931
KIUMBA,COD,29.091167,-1.940956
KABWIRWA,COD,29.090439,-2.180778
MUSOKO,COD,29.089256,-2.187139
KISHENYABUHYO,COD,29.088011,-1.967194
BOZA,COD,29.080978,-2.242539
UNKNOWN_218,TUR,29.07388873,41.10833367
UNKNOWN_221,TUR,29.07388873,41.10833367
SARIYER,TUR,29.0661,41.17253387
BUGARURA,COD,29.060898,-2.039738
KIRABO,COD,29.057453,-2.051036
KASEKE,COD,29.057442,-2.051014
MUSHANGE I & II,COD,29.055061,-2.054597
DE BWINA,COD,29.053939,-2.266578
KAMASHA,COD,29.053847,-2.054558
NKORA,COD,29.053781,-1.955603
KATONDA,COD,29.052442,-1.999325
ISTINYE,TUR,29.05,41.116667
KAGOBE,COD,29.044881,-1.969514
MAKELELE,COD,29.040218,-1.753702
CHIKOMA,COD,29.039306,-2.097797
DEFTERDAR BURNU,TUR,29.033333,41.05
KASHOFU I,COD,29.028561,-2.224214
KASHOFU II,COD,29.027344,-2.2248
KARHULO,COD,29.023064,-2.145197
MWIRI,COD,29.022597,-2.142097
HAYDARPASA,TUR,29.016667,41
KIHARA,COD,29.012756,-2.157447
UNKNOWN_224,TUR,29,40.98
KINYEZIRE,COD,28.991983,-1.858287
ISTANBUL,TUR,28.966667,41.016667
GOCEK,TUR,28.94362256,36.75631761
KALEHE,COD,28.923022,-2.115148
ENONKOSKI,FIN,28.9186165,62.090214
NESSEBY,NOR,28.8945,70.151134
ZEYTINBURNU,TUR,28.892682,40.979606
SAVONLINNA,FIN,28.8852643,61.86742687
MUDANYA,TUR,28.883333,40.383333
PWETO,COD,28.8809,-8.479166
MERSA EL HAMRA OIL TERMINAL,EGY,28.866667,30.983333
EL HAMRA OIL TERMINAL,EGY,28.86666667,30.98333333
BUKAVU,COD,28.85268,-2.491991
IZMAIL,UKR,28.851385,45.323457
IZMAYIL,UKR,28.85,45.333333
BAKIRKOY,TUR,28.8229,40.96393387
VUOKSEN TERMINAL,FIN,28.81666667,61.21666667
IMATRA,FIN,28.80036135,61.2250011
TULCEA,ROU,28.79611738,45.19195209
MERSA EL HAMRA,EGY,28.7775,30.96213387
VYBORG,RUS,28.74212647,60.71569824
PRIMORSK,RUS,28.71630859,60.33532715
AMBARLI,TUR,28.7,40.966667
MIDIA,ROU,28.6794545,44.33869425
NAVODARI,ROU,28.65629646,44.32327211
CONSTANTA,ROU,28.65229287,44.12832103
AGIGEA,ROU,28.64207241,44.09458487
PORT OF LUMINITA,ROU,28.63580683,44.35388889
KASENGA,ZMB,28.6199,-10.40986613
BUYUKCEKMECE,TUR,28.5891,41.02303387
MANGALIA,ROU,28.57826008,43.79907567
PORT OF VYSOTSK,RUS,28.56951904,60.62408447
GAVAN VYSOTSK,RUS,28.566667,60.616667
PORT OF OVIDIU,ROU,28.55212014,44.26888889
JOUTSENO,FIN,28.4899,61.133934
PORT OF ISACCEA,UKR,28.45229682,45.28388889
BASARABI,ROU,28.39800652,44.17526836
AKSAZ LIMANI,TUR,28.383333,36.833333
MUSTOLA,FIN,28.33561475,61.05595751
KILWA,COD,28.3283,-9.251566
GOKOVA,TUR,28.3271,37.05513387
REKA LUGA,RUS,28.316667,59.666667
MEDGIDIA,ROU,28.30928674,44.24551222
RENI,UKR,28.2937,45.422251
MARMARIS,TUR,28.283333,36.85
SILIVRI,TUR,28.2509205,41.06758361
RODHOS,GRC,28.233333,36.45
RHODES,GRC,28.23255167,36.44500242
RHODES (RODOS),GRC,28.23168945,36.44647217
LAPPEENRANTA,FIN,28.2,61.06666667
DANUBE-BLACK SEA CANAL,ROU,28.183333,44.266667
PUUMALA,FIN,28.181316,61.524351
BALCHIK,BGR,28.16927372,43.4029623
GALATI,ROU,28.09605923,45.44294341
UNKNOWN_2591,GRC,28.0895175,36.094433
UNKNOWN_2562,GRC,28.06927175,36.11231534
UNKNOWN_2589,GRC,28.06927175,36.11231534
CERNAVODA,ROU,28.05,44.333333
WAU,SSD,28.007183,7.709047
IGNEADA,TUR,27.98992521,41.87628522
BRAILA,ROU,27.98632121,45.28494119
BOTAS NATURAL GAS TERMINAL,TUR,27.983333,41
BANDIRMAR,TUR,27.9779,40.36533387
HARSOVA,ROU,27.96825246,44.68078262
BANDIRMA,TUR,27.966667,40.35
MARMARA EREGLISI,TUR,27.96666667,40.96666667
AKHOTOPOL,BGR,27.9487842,42.1005592
EAST LONDON,ZAF,27.916667,-33.033333
VARNA,BGR,27.90504611,43.19660165
VARKAUS,FIN,27.88333333,62.3
VARKAUS HARBOURS,FIN,27.87479388,62.3125
MICHURIN,BGR,27.8597032,42.1732502
TZAREVO,BGR,27.8597032,42.1732502
GAMVIK/MEHAMN,NOR,27.85129738,71.03606415
EDINCIK,TUR,27.8413,40.358934
SYMI (SIMI),GRC,27.838188,36.611599
ERDEK,TUR,27.8,40.383333
VARNA2,BGR,27.77496561,43.19710905
SILLAMAE,EST,27.75924492,59.39700317
NESEBAR,BGR,27.72943002,42.65467609
PORT OF SILLAMAE - SILPORT,EST,27.72656066,59.41194444
KUOPIO,FIN,27.69579258,62.88647233
SOZOPOL,BGR,27.6902557,42.42233865
KUOPIO HARBOUR,FIN,27.68987044,62.88833333
DATCA,TUR,27.68333333,36.71666667
SIILINJARVI,FIN,27.66822624,63.07390213
POMORIE,BGR,27.63333333,42.56666667
GULLUK,TUR,27.616667,37.25
CHALKI DODEKANISSOU (XALKI DODEKANISOI),GRC,27.59970277,36.21741469
UNKNOWN_219,TUR,27.5504566,40.58678063
UNKNOWN_222,TUR,27.5504566,40.58678063
TEKIRDAG,TUR,27.516667,40.983333
BURGAS,BGR,27.46331596,42.48623726
PORT OF BOURGAS,BGR,27.45830389,42.47
UNKNOWN_238,TUR,27.43333333,37.03333333
TILOS DODEKANISSOU (TILOS DODEKANISOI),GRC,27.36666667,36.41666667
ULINDI,COD,27.340888,-2.683429
KJOLLEFJORDEN,NOR,27.333333,70.95
KARABIGA,TUR,27.316667,40.4
MAANINKA,FIN,27.302623,63.157106
MIKKELI,FIN,27.3,61.68333333
KOS,GRC,27.29650893,36.89337963
KOS (KOS),GRC,27.2902832,36.89831543
CALARASI,ROU,27.28976054,44.21181264
LIMIN KOS,GRC,27.283333,36.9
RISTIINA,FIN,27.2591735,61.5103105
KUSADASI,TUR,27.25,37.866667
SILISTRA,BGR,27.24912494,44.10461595
KARPATHOS (KARPATHOS),GRC,27.2297672,35.5089247
DIAFANI KARPATHOU (DIAFANI KARPATHOI),GRC,27.207285,35.755314
HAMINA,FIN,27.20000131,60.56753482
IISALMI,FIN,27.18333333,63.55
NISSYROS (NISSIROS),GRC,27.16666667,36.58333333
UNKNOWN_220,TUR,27.15439267,38.46689918
UNKNOWN_223,TUR,27.15,38.43333333
UNKNOWN_2563,GRC,27.14357336,36.78120854
UNKNOWN_2590,GRC,27.14357336,36.78120854
IZMIR,TUR,27.133333,38.433333
UNKNOWN_2593,GRC,27.13155117,36.93235423
UNKNOWN_2566,GRC,27.13155117,36.93235423
SARKOY,TUR,27.1283,40.62013387
YALI ISLAND,GRC,27.11510399,36.64947099
UNKNOWN_2560,GRC,27.0890057,37.2896536
UNKNOWN_2595,GRC,27.0890057,37.2896536
UNKNOWN_113,NOR,27.057863,70.613991
MUYUMBA,COD,27.028951,-7.212984
KALYMNOS (KALIMNOS),GRC,26.98651123,36.95111084
PORT OF KALYMNOS,GRC,26.98580683,36.94916667
VATHY SAMOU (BATHI SAMOI),GRC,26.984024,37.74728
KASSOS (KASSOS),GRC,26.98333333,35.41666667
KALIMNOS,GRC,26.983333,36.95
KALIMNOS ISLAND,GRC,26.98069,36.95237351
AGATHONISSI DODEKANISSOU (AGATHONISI DODEKANISON),GRC,26.96710205,37.47369385
UNKNOWN_2580,GRC,26.9666667,37.46666697
EDREMIT,TUR,26.96666667,39.56666667
KEFALOS KOS (KEFALOS KO),GRC,26.95825,36.7488325
BUNDALA,COD,26.958047,-7.429523
ANKORO,COD,26.950872,-6.746471
PITHAGORION,GRC,26.95,37.683333
PYTHAGORIO (PYTHAGOREIO ),GRC,26.95,37.7
KOTKA,FIN,26.94417772,60.48105183
ALIAGA,TUR,26.933333,38.833333
KIALO,COD,26.9245,-6.295766
NEMRUT LIMANI BAY,TUR,26.916667,38.766667
MULONGO,COD,26.913064,-7.806999
KABALO,COD,26.910135,-6.050016
UNKNOWN_2596,GRC,26.85243844,37.15768316
UNKNOWN_2561,GRC,26.85243844,37.15768316
KABALA,COD,26.851374,-8.001933
LAKKI,GRC,26.85,37.133333
DIKILI,TUR,26.816667,39.016667
MALEMBA-N'KULU,COD,26.796529,-8.053536
KABUMBULU,COD,26.7925,-7.683466
LEROS (LEROS),GRC,26.7667717,37.1979142
LIPSI DODEKANISSOU (LEIPSOI DODEKANISON),GRC,26.76666667,37.28333333
FOCA,TUR,26.75037786,38.66689216
UNKNOWN_2588,GRC,26.736331,37.382164
KARLOVASSI (KARLOBASI),GRC,26.7,37.78333333
AYVALIK,TUR,26.7,39.316667
NEON KARLOVAS,GRC,26.683333,37.8
GELIBOLU,TUR,26.666667,40.4
TOUTRACAN,BGR,26.60863639,44.04310536
MITILINI,GRC,26.566667,39.1
UNKNOWN_2607,GRC,26.56,39.1
MYTILENE (MITILINI),GRC,26.55688477,39.10229492
MYTILENE,GRC,26.55267444,39.10562978
KUNDA,EST,26.533333,59.533333
PATMOS (PATMOS),GRC,26.5256958,37.29449463
PATMOS,GRC,26.5253732,37.2942927
DARDANELLES STRAIT,TUR,26.52196702,40.26472222
FOURNI SAMOU (FOIRNOI SAMOI),GRC,26.4960672,37.5035957
UNKNOWN_2594,GRC,26.4783785,37.5790865
UNKNOWN_2567,GRC,26.4783785,37.5790865
RUOTSINPYHTAA,FIN,26.46612549,60.48730469
CANAKKALE,TUR,26.4,40.15
UNKNOWN_2565,GRC,26.36758204,38.97363124
UNKNOWN_2592,GRC,26.36758204,38.97363125
PLOMARION,GRC,26.366667,38.983333
ECEABAT,TUR,26.366667,40.183333
ASTYPALEA (ASTIPALAIA),GRC,26.3528385,36.5444605
CESME,TUR,26.3055,38.32613387
LOVIISA,FIN,26.25125051,60.41246265
VALKO (VALKOM),FIN,26.25,60.4
AGIOS KYRIKOS (AGIOS KIRIKOS),GRC,26.23333333,37.58333333
INOUSSES (OINOISES),GRC,26.220728,38.51511
POLIHNITOS LESVOU (POLIXNITOS LESBOI),GRC,26.184839,39.0788195
PETRA LESVOU (PETRA LESBOI),GRC,26.18333333,39.35
EYDILOS (EIDILOS),GRC,26.1781275,37.629589
MOLYVOS LESVOU (MOLYBOS LESBOY),GRC,26.16678747,39.36899102
PORT OF CHIOS,GRC,26.13775029,38.37722222
CHIOS (XIOS),GRC,26.13333333,38.36666667
KHIOS,GRC,26.133333,38.366667
SITIA (SITEIA),GRC,26.11090088,35.21252441
SITIA,GRC,26.10767433,35.21255537
ENEZ,TUR,26.1,40.73333333
VRAKHONISIS KALLONIS,GRC,26.083333,39.083333
BOZCAADA,TUR,26.06694416,39.83361048
PERNAJA,FIN,26.06408691,60.43048096
ISNAS,FIN,26.01704373,60.40027907
HONNINGSVAG,NOR,26,70.983333
HONNINGSVAG/NORDKAPP,NOR,25.97467041,70.9810791
RUSE,BGR,25.97200777,43.85876109
AIGIALI AMORGOU (AIGIALI AMORGOI),GRC,25.9692902,36.8973237
PORT OF NORDKAPP,NOR,25.96843345,70.97916667
GIURGIU,ROU,25.96651324,43.87275467
KINDU,COD,25.932872,-2.944323
GOKCEADA,TUR,25.91666667,40.18333333
AMORGOS (AMORGOS),GRC,25.90631103,36.82489014
AMORGOS,GRC,25.8975695,36.8316385
PORT OF ALEXANDROUPOLIS,GRC,25.88916372,40.84138889
ALEXANDROUPOLIS (ALEXANDROIPOLIS),GRC,25.88374323,40.842689
ALEXANDROUPOLI,GRC,25.883333,40.833333
ELILA,COD,25.8725,-2.745566
SIGRI LESVOU (SIGRI LESBOY),GRC,25.86666667,39.2
LOWA,COD,25.8629,-1.409566
KOWE,COD,25.8559,-1.649066
BUKAMA,COD,25.85109,-9.195884
DONOUSSA KYKLADES (DONOISSA KIKLADON),GRC,25.81666757,37.11666501
LOKANDU,COD,25.7881,-2.515466
KAILENGE,COD,25.7691,-2.266266
ANAFI KYKLADES (ANAFI KIKLADON),GRC,25.7681065,36.351631
PORT OF IERAPETRA,GRC,25.73616019,35.00527778
LOKSA,EST,25.7192545,59.5821
AYIOS NIKOLAOS,GRC,25.716667,35.2
AGIOS NIKOLAOS CRETA (AGIOS NIKOLAOS KRITIS),GRC,25.71242357,35.18475614
LOKSA SHIPYARD,EST,25.70212014,59.58388889
NGQURA,ZAF,25.693904,-33.795864
PORVOO,FIN,25.66680815,60.38567462
PORT ELIZABETH,ZAF,25.616667,-33.966667
KOUFONISSI KYKLADES (KOIFONISI KIKLADON),GRC,25.59711476,36.91779315
TOLKKINEN,FIN,25.57751465,60.33447266
PALAIA PSARA (PSARA),GRC,25.562641,38.5412405
SKOLDVIK,FIN,25.5526275,60.307724
SAMOTHRAKI (SAMOTHRAKI),GRC,25.5248145,40.4748995
SCHINOUSSA KYKLADES (SXOINOISA KIKLADON),GRC,25.5188215,36.8701515
KIRUNDU,COD,25.4931,-0.763866
IRAKLIA KYKLADES (IRAKLEIA KIKLADON),GRC,25.4625,36.86416667
UBUNDU,COD,25.443961,-0.364205
THIRA,GRC,25.4359645,36.4199295
LILO,COD,25.4307,-0.611366
THIRA (THIRA),GRC,25.42510986,36.41967773
OULU,FIN,25.41477055,65.00377957
NAXOS,GRC,25.37235063,37.10106402
NAXOS (NAXOS),GRC,25.37207031,37.10168457
NISOS NAXOS,GRC,25.366667,37.1
SVISTOV,BGR,25.35766315,43.60817427
HAUKIPUDAS,FIN,25.35269547,65.17366791
SIPOONLAHTI,FIN,25.35229492,60.26409912
THIRASIA (THIRASIA),GRC,25.34789944,36.43390117
MIKONOS,GRC,25.333333,37.45
MYKONOS (MIKONOS),GRC,25.32975388,37.44377518
IOS ('IOS),GRC,25.2799055,36.7255175
MOUDROS (MOIDROS LIMNOI),GRC,25.2688045,39.8745615
DELOS,GRC,25.26766435,37.40311117
KISANGANI,COD,25.1899,0.504534
TINOS (TINOS),GRC,25.1724875,37.5387915
MERSA MATRUH,EGY,25.166667,31.366667
IRAKLION,GRC,25.16666667,35.26666667
PORT OF TINOS,GRC,25.15547703,37.535
PORT OF PAROS,GRC,25.15070671,37.08777778
PAROS (PAROS),GRC,25.15,37.08333333
HERAKLIO (IRAKLEIO),GRC,25.14598042,35.34258387
PORTO LAGOS (PORTO LAGOS),GRC,25.13333333,41
SIKINOS KYKLADES (SIKINOS KIKLADON),GRC,25.117531,36.6943055
MYRINA (MIRINA),GRC,25.06411934,39.87443161
ANTIPAROS (ANTIPAROS),GRC,25.04999953,36.99999965
LINOPERAMATA HERAKLIOU (LINOPERAMATA IRAKLEIOI),GRC,25.039131,35.346237
UNKNOWN_129,NOR,25.017502,71.0063095
UNKNOWN_115,NOR,25.017502,71.0063095
AGIOS EYSTRATIOS LESVOU (AGIOS EISTRATIOS LESBOI),GRC,25,39.51666667
HELSINKI,FIN,24.9581319,60.16069017
LIMIN SIROU,GRC,24.95,37.433333
ANDROS,GRC,24.95,37.833333
MUUGA-PORT OF TALLIN,EST,24.95,59.5
SYROS (SIROS),GRC,24.94268799,37.4362793
SYROS (SYRA),GRC,24.93566601,37.43563398
ANDROS (ANDROS),GRC,24.9333,37.8383825
FOLEGANDROS KYKLADES (FOLEGANDROS KIKLADON),GRC,24.917465,36.6263885
KALI LIMENES,GRC,24.833333,34.933333
KALILIMENES,GRC,24.83305709,34.93875954
PIRITA,EST,24.82420905,59.46826629
MIIDURANNA,EST,24.81408273,59.50196033
KALI LIMENES (KALOI LIMENES),GRC,24.801857,34.932873
UNKNOWN_2597,GRC,24.801708,34.9283445
SOMOVIT,BGR,24.7842523,43.69926225
VANASADAM,EST,24.76718098,59.44896972
PATAREISADAM,EST,24.749117,59.4478785
GAVRIO (GAIRIO),GRC,24.7370245,37.8880575
GAVRIO,GRC,24.733333,37.883333
TALLINN,EST,24.71750287,59.45500017
SIFNOS (SIFNOS),GRC,24.71666667,36.96666667
THASSOS (THASOS),GRC,24.71130371,40.78149414
KERAMOTI,GRC,24.7066155,40.856697
THASOS,GRC,24.703373,40.773899
PALJASSAARE,EST,24.70277713,59.45503973
KERAMOTI (KERAMOTI),GRC,24.70050049,40.85992432
ESPOO,FIN,24.67661704,60.25098123
YANONGE,COD,24.6719,0.637134
PORT OF HAVOYSUND,NOR,24.67007305,70.99417727
MEERUSE,EST,24.6693882,59.4508957
BEKKERI,EST,24.6627772,59.4528867
UNKNOWN_2579,GRC,24.623678,40.724598
VEITSILUOTO,FIN,24.616667,65.7
KIMOLOS (KIMOLOS),GRC,24.58333333,36.8
PRINOS KAVALAS (PRINOS KABALAS),GRC,24.5769043,40.75909424
SKYROS (SKIROS),GRC,24.5712815,38.9183235
KEMI,FIN,24.53305812,65.66601286
PORT OF SERIPHOS,GRC,24.51843345,37.14305556
NEA KARVALI,GRC,24.510908,40.9621735
SERIPHOS (SERIFOS),GRC,24.507246,37.155178
PARNU,EST,24.4923,58.37313387
RETHYMNO (RETHIMNO),GRC,24.48038007,35.36962489
NEA KARVALI (NEA KARBALI),GRC,24.47570801,40.9520874
RETHIMNON,GRC,24.466667,35.366667
RAAHE,FIN,24.46392822,64.68249512
MILOS,GRC,24.45,36.716667
MILOS (MILOS),GRC,24.44523634,36.72473315
YANGAMBI,COD,24.4447,0.765734
KYTHNOS (KITHNOS),GRC,24.4299525,37.414356
KARYSTOS (KARISTOS),GRC,24.42056084,38.01757431
RAUTARUUKKI/RAAHE,FIN,24.41520873,64.66580623
KAVALA (KABALA),GRC,24.41344724,40.92973831
SKULTE,LVA,24.40588379,57.30352783
PORT OF LAPALUOTO,FIN,24.40477032,64.66138889
KAVALA CENTRAL PORT AUTHORITY,GRC,24.40194346,40.93138889
KAVALA,GRC,24.4,40.933333
PORKKALA,FIN,24.383333,60.083333
KANTVIK,FIN,24.37768555,60.08349609
SALACGRIVA HARBOR,LVA,24.3524735,57.75527778
KEA (KEA),GRC,24.35,37.63333333
SALACGRIVA,LVA,24.34767188,57.75450682
MARMARI (MARMARI),GRC,24.322832,38.0479775
ELEFTHERES (ELEITHERES),GRC,24.31632216,40.85089727
ISANGI,COD,24.2933,0.779334
DAFNI AGIOU OROUS (DAFNI AGIOI OROIS),GRC,24.2209547,40.21923995
PORT OF DAFNI,GRC,24.21984688,40.21388889
NEA STYRA (NEA STIRA),GRC,24.2102815,38.1789055
SOUDHA,GRC,24.183333,35.483333
TORINA,FIN,24.166667,65.766667
TORNIO,FIN,24.1587,65.863734
PORT OF ROYTTA,FIN,24.15812721,65.76388889
HAPARANDA,SWE,24.1569,65.841634
CHORA SFAKION (XORA SFAKION),GRC,24.1420535,35.2021025
KYMI (KIMI),GRC,24.12503623,38.62735648
MANILAIU HARBOUR,EST,24.1221437,58.22111111
FREEPORT OF RIGA,LVA,24.08810365,57.00777778
PALDISKI LOUNASADAM,EST,24.08148063,59.33610404
LOUTRO CHANIA (LOITRO XANION),GRC,24.0780105,35.2001265
RIGA,LVA,24.06862769,57.04855769
SOUDA BAY (SOIDA),GRC,24.06829324,35.49068485
LAVRIO,GRC,24.066667,37.7
LAVRIO (LAIRIO),GRC,24.06567383,37.71270752
GAVDOS CHANEA (GAIDOS XANIA),GRC,24.06311035,34.86511231
UNKNOWN_2581,GRC,24.06294629,34.86503144
LAVRION (LAURIUM),GRC,24.06138561,37.71155304
ORMOS ALIVERIOU,GRC,24.05,38.383333
PALDISKI POHJASADAM,EST,24.04750636,59.35369911
ALIVERIO (ALIBERIO),GRC,24.03403903,38.40401277
