,IMO,start_port,start_country,start_lon,start_lat,end_port,end_country,end_lon,end_lat,route,aux,CO2_kg,start,end,av_speed
741,9783526,qingdao gang,CHN,120.266667,36.033333,pulau sebarok,SGP,103.8,1.2,qingdao gang - pulau sebarok,6,2479067.79678437,2019-12-17 15:00:00,2019-12-30 02:00:00,8.683482728878966
742,9783538,butzfleth,DEU,9.516667,53.65,butzfleth,DEU,9.516667,53.65,butzfleth - butzfleth,8,90297.77886899385,2019-09-19 18:00:00,2019-09-21 21:00:00,0.6953615828615829
743,9783538,butzfleth,DEU,9.516667,53.65,qingdao gang,CHN,120.266667,36.033333,butzfleth - qingdao gang,9,12678097.584985122,2019-09-21 22:00:00,2019-10-30 13:00:00,13.270679852547552
744,9783538,hontenisse,NLD,4.089294434,51.36309814,perama,GRC,23.58601195,37.96036859,hontenisse - perama,2,21388720.232709393,2019-04-22 05:00:00,2019-06-25 07:00:00,12.937524113352206
745,9783538,perama,GRC,23.58601195,37.96036859,butzfleth,DEU,9.516667,53.65,perama - butzfleth,7,3595741.560675655,2019-09-11 03:00:00,2019-09-19 17:00:00,15.115159621139636
746,9783538,perama,GRC,23.58601195,37.96036859,hontenisse,NLD,4.089294434,51.36309814,perama - hontenisse,1,3679656.3535784897,2019-04-08 15:00:00,2019-04-22 04:00:00,10.882531383151198
747,9783538,perama,GRC,23.58601195,37.96036859,perama,GRC,23.58601195,37.96036859,perama - perama,0,24625548.110774454,2019-01-21 07:00:00,2019-04-08 14:00:00,12.640851395129017
748,9783538,perama,GRC,23.58601195,37.96036859,perama,GRC,23.58601195,37.96036859,perama - perama,3,49878.1465,2019-06-25 08:00:00,2019-06-26 15:00:00,0.03125
749,9783538,perama,GRC,23.58601195,37.96036859,perama,GRC,23.58601195,37.96036859,perama - perama,6,46454.94,2019-09-09 21:00:00,2019-09-11 02:00:00,0.0
750,9783538,perama,GRC,23.58601195,37.96036859,perama,GRC,23.58601195,37.96036859,perama - perama,12,48003.438,2019-11-25 13:00:00,2019-11-26 19:00:00,0.0
751,9783538,perama,GRC,23.58601195,37.96036859,qingdao gang,CHN,120.266667,36.033333,perama - qingdao gang,4,17379746.18624434,2019-06-26 16:00:00,2019-08-17 23:00:00,12.247700385011333
752,9783538,pulau sebarok,SGP,103.8,1.2,perama,GRC,23.58601195,37.96036859,pulau sebarok - perama,11,5810469.702189343,2019-11-11 10:00:00,2019-11-25 12:00:00,16.408848050706737
753,9783538,qingdao gang,CHN,120.266667,36.033333,perama,GRC,23.58601195,37.96036859,qingdao gang - perama,5,9432674.132540299,2019-08-18 00:00:00,2019-09-09 20:00:00,14.801570622071605
754,9783538,qingdao gang,CHN,120.266667,36.033333,pulau sebarok,SGP,103.8,1.2,qingdao gang - pulau sebarok,10,2889019.130589046,2019-10-30 14:00:00,2019-11-11 09:00:00,9.210141623175202
755,9786815,colombo,LKA,79.8428,6.941187,colombo,LKA,79.8428,6.941187,colombo - colombo,1,27051.318,2019-01-28 10:00:00,2019-01-29 02:00:00,0.05
756,9786815,colombo,LKA,79.8428,6.941187,colombo,LKA,79.8428,6.941187,colombo - colombo,8,25460.064,2019-04-15 04:00:00,2019-04-15 19:00:00,0.10625
757,9786815,colombo,LKA,79.8428,6.941187,felixstowe,GBR,1.310523163,51.95355967,colombo - felixstowe,2,5243116.34105627,2019-01-29 03:00:00,2019-02-16 08:00:00,15.9593997617183
758,9786815,colombo,LKA,79.8428,6.941187,tanjung pelepas,MYS,103.55,1.35,colombo - tanjung pelepas,9,11258851.977175575,2019-04-15 20:00:00,2019-06-04 07:00:00,13.767200026520527
759,9786815,felixstowe,GBR,1.310523163,51.95355967,felixstowe,GBR,1.310523163,51.95355967,felixstowe - felixstowe,3,55745.928,2019-02-16 09:00:00,2019-02-17 20:00:00,0.04722222222222223
760,9786815,felixstowe,GBR,1.310523163,51.95355967,felixstowe,GBR,1.310523163,51.95355967,felixstowe - felixstowe,15,119234.346,2019-10-05 05:00:00,2019-10-08 09:00:00,0.032467532467532464
761,9786815,felixstowe,GBR,1.310523163,51.95355967,felixstowe,GBR,1.310523163,51.95355967,felixstowe - felixstowe,23,63488.418000000005,2019-12-21 10:00:00,2019-12-23 02:00:00,0.042682926829268296
762,9786815,felixstowe,GBR,1.310523163,51.95355967,tanjung pelepas,MYS,103.55,1.35,felixstowe - tanjung pelepas,4,6163217.897288421,2019-02-17 21:00:00,2019-03-18 21:00:00,13.421713820237237
763,9786815,felixstowe,GBR,1.310523163,51.95355967,wedel-schulau,DEU,9.681965601,53.57253309,felixstowe - wedel-schulau,16,188361.99926094172,2019-10-08 10:00:00,2019-10-09 10:00:00,15.216
764,9786815,port of taipei,CHN,121.3746172,25.15194444,colombo,LKA,79.8428,6.941187,port of taipei - colombo,7,2373937.7002484472,2019-04-05 18:00:00,2019-04-15 03:00:00,15.173372274067047
765,9786815,port of taipei,CHN,121.3746172,25.15194444,tanjung pelepas,MYS,103.55,1.35,port of taipei - tanjung pelepas,20,1331058.9745874915,2019-11-22 07:00:00,2019-11-28 12:00:00,12.871371091354204
766,9786815,qingdao gang,CHN,120.266667,36.033333,colombo,LKA,79.8428,6.941187,qingdao gang - colombo,0,3417053.625101769,2019-01-11 23:00:00,2019-01-28 09:00:00,12.04172598664563
