PORT_NAME,CNTR_CODE3,LONGITUDE,LATITUDE,Port Name Lower,Main Port Name,Country Code,Latitude,Longitude,_merge,lon diff,lat diff,position diff,Country Code 3
AABENRAA,DNK,9.427490234,55.04168701,aabenraa,,,,,left_only,3.2079902340000004,-7.431046860000002,10.639037094000003,
AALBORG,DNK,9.95285919,57.05171413,aalborg,,,,,left_only,0.5253689559999994,2.0100271200000037,2.535396076000003,
AALST,NLD,5.45,51.38333333,aalst,,,,,left_only,-4.521923827999999,-5.682340500000002,10.204264328,
AAMSHITE,LBN,35.6278,34.15203387,aamshite,,,,,left_only,30.1778,-17.231299460000002,47.40909946000001,
AARHUS,DNK,10.216666,56.15,aarhus,,,,,left_only,-25.411134,21.997966130000002,47.40910013,
AASIAAT,GRL,-52.866667,68.7,aasiaat,Aasiaat,Greenland,68.710833333,-52.868333333,both,-63.083332999999996,12.550000000000004,75.633333,GRL
ABADAN,IRN,48.2797,30.337534,abadan,Abadan,Iran,30.333333,48.283333,both,101.146367,-38.362466,139.50883299999998,IRN
ABASHIRI,JPN,144.1231,44.016334,abashiri,,,,,left_only,95.8434,13.678799999999999,109.5222,
ABASHIRI KO,JPN,144.2833333,44.01666667,abashiri ko,Abashiri Ko,Japan,44.016667,144.283333,both,0.1602333000000158,0.00033266999999881364,0.1605659700000146,JPN
ABAU,PNG,148.7531,-10.169166,abau,,,,,left_only,4.46976699999999,-54.185833,58.65559999999999,
ABBEVILLE,FRA,1.8365,50.104934,abbeville,,,,,left_only,-146.9166,60.274100000000004,207.1907,
ABBOT POINT,AUS,148.0749,-19.88786613,abbot point,,,,,left_only,146.2384,-69.99280013,216.23120013000002,
ABENRA,DNK,9.433333,55.05,abenra,Abenra,Denmark,55.05,9.433333,both,-138.641567,74.93786613,213.57943313,DNK
ABERDEEN,GBR,-2.08036005,57.1429486,aberdeen,Aberdeen,United States,46.983333,-123.816667,both,-11.513693049999999,2.0929485999999997,13.606641649999998,USA
ABIDJAN,CIV,-4.0218,5.332734,abidjan,Abidjan,Cote D'Ivoire,5.25,-4.016667,both,-1.947182803,-51.80948822,53.756671022999996,
ABU AL BUKHOOSH,ARE,53.1281,25.42853387,abu al bukhoosh,,,,,left_only,57.1499,20.09579987,77.24569987000001,
ABU KAMMASH,LBY,11.74549865,33.07466933,abu kammash,,,,,left_only,-41.38260135,7.64613546,49.02873681,
ABU QIR,EGY,30.0667,31.3167,abu qir,Abu Qir, ,31.3156843,30.0839138,both,18.25003333,-1.7499666699999956,19.999999999999996,
ABU RUDEIS,EGY,33.1831,28.90733387,abu rudeis,,,,,left_only,3.1164000000000023,-2.409366130000002,5.5257661300000045,
ABU ZABY,ARE,54.333333,24.5,abu zaby,Abu Zaby,United Arab Emirates,24.5,54.333333,both,21.150233,-4.407333869999999,25.55756687,ARE
ABU ZENIMA,EGY,33.1191,29.04313387,abu zenima,,,,,left_only,-21.214233,4.543133869999998,25.75736687,
ABURATSU,JPN,131.4065,31.571434,aburatsu,,,,,left_only,98.28739999999999,2.5283001300000016,100.81570013,
ACAJUTLA,SLV,-89.8374,13.57773387,acajutla,Acajutla,El Salvador,13.583333,-89.83333299999998,both,-221.2388134,-17.99559946,239.23441286,SLV
ACAPULCO,MEX,-99.933333,16.85,acapulco,Acapulco,Mexico,16.85,-99.933333,both,-10.066665999999998,3.2666670000000018,13.333333,MEX
ACHLADI,GRC,22.81116503,38.91152167,achladi,Achladi,Greece,38.9,22.816667,both,122.74449803,22.061521669999998,144.8060197,GRC
ACITREZZA HARBOR,ITA,15.15812721,37.56194444,acitrezza harbor,,,,,left_only,-7.664565660000001,-1.3283753800000042,8.992941040000005,
AD DAKHLA,MAR,-15.916667,23.7,ad dakhla,Ad Dakhla,Western Sahara,23.7,-15.916667,both,-31.07479421,-13.861944439999998,44.936738649999995,ESH
ADABIYA,EGY,32.4735,29.86533387,adabiya,,,,,left_only,48.390167000000005,6.165333870000001,54.55550087,
ADAK NAVAL AIR STATION,USA,-176.633333,51.866667,adak naval air station,Adak Naval Air Station,United States,51.866667,-176.633333,both,-209.106833,22.00133313,231.10816613,USA
ADELAIDE,AUS,138.4788818,-34.8861084,adelaide,,,,,left_only,315.1122148,-86.75277539999999,401.86499019999997,
ADEN,YEM,45.00531006,12.79528809,aden,Aden,Yemen,12.783333,44.95,both,-93.47357174000001,47.68139649,141.15496823,YEM
ADLER,RUS,39.933333,43.433333,adler,Adler,Russia,43.433333,39.933333,both,-5.071977060000002,30.638044909999998,35.71002197,RUS
ADMIRAL BARROSO TERMINAL,BRA,-45.32603062,-23.70972222,admiral barroso terminal,,,,,left_only,-85.25936361999999,-67.14305522,152.40241884,
ADMIRALTY BAY,ATA,-58.416667,-62.083333,admiralty bay,Admiralty Bay,Antarctica,-62.083333,-58.416667,both,-13.09063638,-38.37361078000001,51.464247160000006,ATA
ADOK,SSD,30.320728,8.185455,adok,,,,,left_only,88.73739499999999,70.268788,159.006183,
ADP NYBORG TERMINAL,DNK,10.80689046,55.29888889,adp nyborg terminal,,,,,left_only,-19.513837539999997,47.11343389,66.62727143000001,
ADRA,ESP,-3.021515263,36.74487185,adra,Adra,Spain,36.733333,-3.033333,both,-13.828405723,-18.554017039999998,32.382422762999994,ESP
ADRIATIC LNG TERMINAL,ITA,12.586111,45.091667,adriatic lng terminal,,,,,left_only,15.607626263,8.346795149999998,23.954421413,
AEGINA (AIGINA),GRC,23.43170166,37.74597168,aegina (aigina),,,,,left_only,10.845590660000001,-7.345695320000004,18.191285980000004,
AEROSKOBING,DNK,10.416667,54.883333,aeroskobing,Aeroskobing,Denmark,54.883333,10.416667,both,-13.015034660000001,17.137361320000004,30.152395980000005,DNK
AGADIR,MAR,-9.6292,30.420934,agadir,Agadir,Morocco,30.433333,-9.633333,both,-20.045867,-24.462399,44.508266000000006,MAR
AGATHONISSI DODEKANISSOU (AGATHONISI DODEKANISON),GRC,26.96710205,37.47369385,agathonissi dodekanissou (agathonisi dodekanison),,,,,left_only,36.596302050000006,7.0527598499999975,43.64906190000001,
,NGA,5.566667,3.466667,agbami oil terminal,Agbami Oil Terminal,Nigeria,3.466667,5.566667,right_only,-21.400435050000002,-34.007026849999995,55.4074619,NGA
AGERSO,DNK,11.19769287,55.21209717,agerso,,,,,left_only,5.631025869999999,51.74543017,57.37645604,
AGGER HAVN,DNK,8.256530762,56.77630615,agger havn,,,,,left_only,-2.9361665279999993,1.5654728200000037,4.501639348000003,
AGGERSUND HAVN,DNK,9.292480469,57.00109863,aggersund havn,,,,,left_only,1.0359497069999986,0.22479247999999785,1.2607421869999964,
AGIA MARINA AIGINAS (AGIA MARINA AIGINAS),GRC,23.53808594,37.74407959,agia marina aiginas (agia marina aiginas),,,,,left_only,14.245605471,-19.257019040000003,33.502624511,
AGIA MARINA FTHIOTIDAS (AGIA MARINA FTHIOTIDAS),GRC,22.5976567,38.9031587,agia marina fthiotidas (agia marina fthiotidas),,,,,left_only,-0.9404292399999967,1.1590791100000004,2.099508349999997,
AGIA PELAGIA (AGIA PELAGIA),GRC,22.977356,36.326195,agia pelagia (agia pelagia),,,,,left_only,0.37969929999999863,-2.5769637000000003,2.956662999999999,
AGIA ROUMELI CHANION (AGIA ROIMELI XANION),GRC,23.9656355,35.24078,agia roumeli chanion (agia roimeli xanion),,,,,left_only,0.9882795000000009,-1.0854149999999976,2.0736944999999984,
AGIGEA,ROU,28.64207241,44.09458487,agigea,,,,,left_only,4.67643691,8.853804869999998,13.530241779999997,
AGII THEODORI (AGIOI THEODOROI),GRC,23.11650224,37.91755922,agii theodori (agioi theodoroi),,,,,left_only,-5.525570170000002,-6.177025649999997,11.702595819999999,
AGIOI OIL TERMINAL,GRC,22.116667,37.016667,agioi oil terminal,,,,,left_only,-0.9997914399999992,-0.9008864900000049,1.900677930000004,
AGIOKAMPOS LARISSAS (AGIOKAMPOS LARISAS),GRC,22.8763845,39.693783,agiokampos larissas (agiokampos larisas),,,,,left_only,0.7597175000000007,2.677116000000005,3.436833500000006,
AGIOS EYSTRATIOS LESVOU (AGIOS EISTRATIOS LESBOI),GRC,25.0,39.51666667,agios eystratios lesvou (agios eistratios lesboi),,,,,left_only,2.1236154999999997,-0.17711633000000404,2.3007318300000037,
AGIOS KONSTANTINOS (AGIOS KONSTANTINOS),GRC,22.8564605,38.755039,agios konstantinos (agios konstantinos),,,,,left_only,-2.1435394999999993,-0.7616276700000029,2.905167170000002,
AGIOS KYRIKOS (AGIOS KIRIKOS),GRC,26.23333333,37.58333333,agios kyrikos (agios kirikos),,,,,left_only,3.37687283,-1.1717056699999944,4.548578499999994,
AGIOS NIKOLAOS CRETA (AGIOS NIKOLAOS KRITIS),GRC,25.71242357,35.18475614,agios nikolaos creta (agios nikolaos kritis),,,,,left_only,-0.5209097600000021,-2.3985771900000046,2.9194869500000067,
AGIOS NIKOLAOS FOKIDAS (AGIOS NIKOLAOS FOKIDAS),GRC,22.16070557,38.34613037,agios nikolaos fokidas (agios nikolaos fokidas),,,,,left_only,-3.5517179999999975,3.16137423,6.713092229999997,
AGISTRI AIGINAS (AGKISTRI AIGINAS),GRC,23.346403,37.710842,agistri aiginas (agkistri aiginas),,,,,left_only,1.1856974299999976,-0.6352883699999978,1.8209857999999954,
AGRIA VOLOU (AGRIA BOLOI),GRC,23.01271057,39.34058762,agria volou (agria boloi),,,,,left_only,-0.33369242999999926,1.6297456200000013,1.9634380500000006,
AGUADILLA,PRI,-67.1549,18.42853387,aguadilla,Aguadilla,Puerto Rico,18.433333,-67.15,both,-90.16761057,-20.912053750000002,111.07966431999999,PRI
AGUADULCE,PAN,-80.4757,8.215833868,aguadulce,,,,,left_only,-13.320800000000006,-10.212700001999998,23.533500002000004,
AGUATHUNA (PORT AU PORT),CAN,-58.6536,48.753434,aguathuna (port au port),,,,,left_only,21.822100000000006,40.537600131999994,62.359700132,
AGUILAS,ESP,-1.565359334,37.40423795,aguilas,Aguilas,Spain,37.4,-1.566667,both,57.088240666,-11.349196049999996,68.437436716,ESP
AHOUSAT,CAN,-126.066667,49.283333,ahousat,Ahousat,Canada,49.283333,-126.066667,both,-124.501307666,11.879095049999997,136.380402716,CAN
AHUKINI LANDING,USA,-159.333333,22.0,ahukini landing,Ahukini Landing,United States,22.0,-159.333333,both,-33.266666000000015,-27.283333,60.549999000000014,USA
AHUS,SWE,14.31928452,55.92901716,ahus,Ahus,Sweden,55.9275,14.328055556,both,173.65261752,33.92901716,207.58163468,SWE
AIGIALI AMORGOU (AIGIALI AMORGOI),GRC,25.9692902,36.8973237,aigiali amorgou (aigiali amorgoi),,,,,left_only,11.65000568,-19.03169346,30.68169914,
AIGIO,GRC,22.10000044,38.25000025,aigio,Aigio,Greece,38.25,22.083333,both,-3.869289760000001,1.3526765499999982,5.221966309999999,GRC
AIN EL MRAISSE _EL JISR,LBN,35.49545555,33.90227502,ain el mraisse _el jisr,,,,,left_only,13.395455110000004,-4.347725230000002,17.743180340000006,
AIN SUKHNA,EGY,32.3929,29.51943387,ain sukhna,,,,,left_only,-3.0760000000000005,-4.379100000000001,7.455100000000002,
AINOURA,JPN,129.6309,33.187634,ainoura,,,,,left_only,97.26423299999999,3.604301000000003,100.868534,
AIOI,JPN,134.46139,34.78672,aioi,Aioi,Japan,34.783333,134.466667,both,4.8304899999999975,1.5990859999999998,6.429575999999997,JPN
AITAPE,PNG,142.351516,-3.143731,aitape,,,,,left_only,7.890126000000009,-37.930451000000005,45.820577000000014,
AITH (SHETLAND ISLANDS),GBR,-1.3775495,60.284287,aith (shetland islands),,,,,left_only,-143.7290655,63.428018,207.1570835,
AIYION,GRC,22.083333,38.25,aiyion,,,,,left_only,23.4608825,-22.034287,45.4951695,
AJACCIO,FRA,8.740877568,41.92521864,ajaccio,,,,,left_only,-13.342455432,3.675218639999997,17.017674072,
AJMAN,ARE,55.4573,25.41093387,ajman,Ajman,United Arab Emirates,25.416667,55.433333,both,46.716422431999995,-16.514284769999996,63.23070720199999,ARE
AKA,MLI,-4.236340155,15.40051966,aka,,,,,left_only,-59.693640155,-10.01041421,69.70405436499999,
AKAROA,NZL,172.966667,-43.8,akaroa,Akaroa,New Zealand,-43.8,172.966667,both,177.203007155,-59.20051966,236.403526815,NZL
AKDENIZ,TUR,30.608741,36.836206,akdeniz,,,,,left_only,-142.3470894,80.643706,222.99079539999997,
AKETI,COD,23.7661,2.728833868,aketi,,,,,left_only,-6.842640999999997,-34.107372131999995,40.950013131999995,
AKHOTOPOL,BGR,27.9487842,42.1005592,akhotopol,,,,,left_only,4.182684199999997,39.371725332,43.554409531999994,
AKITA,JPN,140.0817,39.728234,akita,,,,,left_only,112.1329158,-2.372325199999999,114.50524100000001,
AKITA-FUNAKAWA KO,JPN,140.0,39.833333,akita-funakawa ko,Akita-Funakawa Ko,Japan,39.781388889,140.015,both,-0.0817000000000121,0.10509900000000272,0.18679900000001481,JPN
AKKESHI,JPN,144.8621,43.034934,akkeshi,,,,,left_only,4.862099999999998,3.2016009999999966,8.063700999999995,
,NGA,6.816667,3.133333,akpo oil terminal,Akpo Oil Terminal,Nigeria,3.133333,6.816667,right_only,-138.045433,-39.901601,177.947034,NGA
AKRA KAVONISI,GRC,23.633333,35.516667,akra kavonisi,Akra Kavonisi,Greece,35.516667,23.633333,both,16.816666,32.383334,49.2,GRC
AKRAHAMN,NOR,5.183333,59.266667,akrahamn,Akrahamn,Norway,59.266667,5.183333,both,-18.45,23.75,42.2,NOR
AKRANES,ISL,-22.08515183,64.31410867,akranes,,,,,left_only,-27.268484830000002,5.047441669999998,32.3159265,
AKROTIRI,CYP,33.03295298,34.57202223,akrotiri,,,,,left_only,55.11810481,-29.742086439999994,84.86019124999999,
AKSAZ LIMANI,TUR,28.383333,36.833333,aksaz limani,Aksaz Limani,Turkey,36.833333,28.383333,both,-4.649619979999997,2.2613107700000015,6.910930749999999,TUR
AKTAU,KAZ,51.20812988,43.59869385,aktau,,,,,left_only,22.82479688,6.765360849999993,29.590157729999994,
AKULA,COD,20.1971,2.385033868,akula,,,,,left_only,-31.011029880000002,-41.213659981999996,72.22468986199999,
AKUNE HARBOR,JPN,130.1873969,32.02361111,akune harbor,,,,,left_only,109.9902969,29.638577241999997,139.628874142,
AKUREYRI,ISL,-18.09025369,65.69214621,akureyri,Akureyri,Iceland,65.683333,-18.083333,both,-148.27765059,33.66853510000001,181.94618569000002,ISL
AKUTAN,USA,-165.7984,54.13253387,akutan,,,,,left_only,-147.70814631,-11.559612340000001,159.26775865,
AL AHMADI,YEM,42.966667,14.833333,al ahmadi,Al Ahmadi,Yemen,14.833333,42.966667,both,208.766667,-39.3,248.066667,YEM
AL AQABAH,JOR,35.0,29.516667,al aqabah,Al Aqabah,Jordan,29.516667,35.0,both,-7.966667000000001,14.683334000000002,22.650001000000003,JOR
AL BASRAH,IRQ,47.833333,30.516667,al basrah,Al Basrah,Iraq,30.516667,47.833333,both,12.833333000000003,1.0,13.833333000000003,IRQ
AL BURAYQAH,LBY,19.6,30.416667,al burayqah,Al Burayqah,Libya,30.416667,19.6,both,-28.233333000000002,-0.10000000000000142,28.333333000000003,LBY
,ARE,56.369166667,25.173055556,al fujayrah,Al Fujayrah,United Arab Emirates,25.173055556,56.369166667,right_only,36.769166667,-5.243611443999999,42.012778111,ARE
AL HAMRIYAH LPG TERMINAL,ARE,55.483333,25.466667,al hamriyah lpg terminal,Al Hamriyah Lpg Terminal,United Arab Emirates,25.466667,55.483333,both,-0.885833667,0.2936114439999997,1.1794451109999997,ARE
AL HOCEIMA,MAR,-3.9107,35.257034,al hoceima,,,,,left_only,-59.394033,9.790366999999996,69.1844,
AL ISKANDARIYH (ALEXANDRIA),EGY,29.833333,31.166667,al iskandariyh (alexandria),Al Iskandariyh (Alexandria),Egypt,31.166667,29.833333,both,33.744033,-4.090366999999997,37.8344,EGY
AL JAZEERA PORT,ARE,55.783333,25.716667,al jazeera port,Al Jazeera Port,United Arab Emirates,25.716667,55.783333,both,25.95,-5.449999999999999,31.4,ARE
AL JUBAYL,SAU,49.666667,27.083333,al jubayl,Al Jubayl,Saudi Arabia,27.083333,49.666667,both,-6.116666000000002,1.3666659999999986,7.483332000000001,SAU
AL KHAIR OIL TERMINAL,SDN,37.25,19.583333,al khair oil terminal,Al Khair Oil Terminal,Sudan,19.583333,37.25,both,-12.416666999999997,-7.5,19.916666999999997,SDN
AL KHOBAR,SAU,50.2257,26.27583387,al khobar,,,,,left_only,12.975700000000003,6.69250087,19.668200870000003,
AL KHOMS,LBY,14.27386,32.654645,al khoms,,,,,left_only,-35.951840000000004,6.3788111300000025,42.33065113000001,
AL KUWAYT,KWT,47.933333,29.35,al kuwayt,Al Kuwayt,Kuwait,29.35,47.933333,both,33.659473,-3.3046450000000007,36.964118,KWT
AL LADHIQIYAH,SYR,35.766667,35.533333,al ladhiqiyah,Al Ladhiqiyah,Syria,35.533333,35.766667,both,-12.166666,6.1833329999999975,18.349998999999997,
AL MANAMAH,BHR,50.583333,26.233333,al manamah,Al Manamah,Bahrain,26.233333,50.583333,both,14.816666000000005,-9.3,24.116666000000006,BHR
AL MUKALLA,YEM,49.116667,14.516667,al mukalla,Al Mukalla,Yemen,14.516667,49.116667,both,-1.4666660000000036,-11.716665999999998,13.183332000000002,YEM
AL MUKHA,YEM,43.25,13.316667,al mukha,Al Mukha,Yemen,13.316667,43.25,both,-5.866667,-1.1999999999999993,7.066666999999999,YEM
AL QUSAYR,EGY,34.283333,26.1,al qusayr,Al Qusayr,Egypt,26.1,34.283333,both,-8.966667000000001,12.783333,21.75,EGY
AL RAYYAN TERMINAL,QAT,51.55,26.65,al rayyan terminal,Al Rayyan Terminal,Qatar,26.65,51.55,both,17.266666999999998,0.5499999999999972,17.816666999999995,QAT
AL SHAHEEN TERMINAL,QAT,52.0,26.583333,al shaheen terminal,Al Shaheen Terminal,Qatar,26.583333,52.0,both,0.45000000000000284,-0.06666699999999892,0.5166670000000018,QAT
AL-BASRA OIL TERMINAL,IRN,48.816667,29.683333,al-basra oil terminal,Al-Basra Oil Terminal,Iraq,29.683333,48.816667,both,-3.1833329999999975,3.1000000000000014,6.283332999999999,IRQ
AL-TOUR,EGY,33.61310005,28.23744342,al-tour,,,,,left_only,-15.203566950000003,-1.4458895799999993,16.649456530000002,
ALA,SWE,17.16168213,61.21429443,ala,,,,,left_only,-16.45141792,32.976851010000004,49.42826893,
ALABASTER,USA,-83.55,44.183333,alabaster,Alabaster,United States,44.183333,-83.54999999999998,both,-100.71168213,-17.030961430000005,117.74264356,USA
ALAMEDA,USA,-122.266667,37.783333,alameda,Alameda,United States,37.783333,-122.266667,both,-38.716667,-6.399999999999999,45.116667,USA
ALANYA,TUR,32.0,36.533333,alanya,Alanya,Turkey,36.533333,32.0,both,154.26666699999998,-1.25,155.51666699999998,TUR
ALBANY,AUS,117.883333,-35.033333,albany,Albany,United States,42.65,-73.75,both,85.883333,-71.566666,157.449999,USA
ALBERTON,CAN,-64.066667,46.8,alberton,,,,,left_only,-181.95,81.833333,263.78333299999997,
ALBLASSERDAM,NLD,4.647888184,51.8638916,alblasserdam,,,,,left_only,68.71455518399999,5.063891600000005,73.778446784,
ALBORG,DNK,9.933333,57.05,alborg,Alborg,Denmark,57.05,9.933333,both,5.285444815999999,5.186108399999995,10.471553215999993,DNK
ALCACER,ESP,0.5161,40.530234,alcacer,,,,,left_only,-9.417233,-16.519765999999997,25.936998999999997,
ALCAN HARBOR,USA,174.066667,52.733333,alcan harbor,Alcan Harbor,United States,52.733333,174.066667,both,173.550567,12.203099000000002,185.753666,USA
ALCANAR,ESP,0.551295428,40.57227995,alcanar,,,,,left_only,-173.515371572,-12.16105305,185.67642462199998,
ALCUDIA,ESP,3.137562549,39.83749923,alcudia,,,,,left_only,2.586267121,-0.7347807200000034,3.3210478410000035,
ALDERNEY,GGY,-2.206324585,49.73139453,alderney,,,,,left_only,-5.343887134,9.893895300000004,15.237782434000003,
ALEKSANDROVSK -SAKHALINSKIY,RUS,142.133333,50.9,aleksandrovsk -sakhalinskiy,Aleksandrovsk -Sakhalinskiy,Russia,50.9,142.133333,both,144.33333299999998,1.1666669999999968,145.49999999999997,RUS
ALEMOA TERMINAL,BRA,-46.33333333,-24.02361111,alemoa terminal,,,,,left_only,-188.46666633,-74.92361111,263.39027744,
ALERT BAY,CAN,-126.933333,50.583333,alert bay,Alert Bay,Canada,50.583333,-126.933333,both,-80.59999967,74.60694411,155.20694378000002,CAN
ALESUND,NOR,6.166667,62.466667,alesund,Alesund,Norway,62.466667,6.166667,both,133.1,11.883333999999998,144.98333399999999,NOR
ALEXANDRIA,EGY,29.88146288,31.19534167,alexandria,Alexandria,United States,38.8,-77.033333,both,23.71479588,-31.27132533,54.98612121,USA
ALEXANDRIA BAY,USA,-75.916667,44.333333,alexandria bay,Alexandria Bay,United States,44.333333,-75.916667,both,-105.79812988,13.137991330000002,118.93612121000001,USA
ALEXANDROUPOLI,GRC,25.883333,40.833333,alexandroupoli,Alexandroupoli,Greece,40.833333,25.883333,both,101.80000000000001,-3.5,105.30000000000001,GRC
ALGECIRAS,ESP,-5.417815917,36.14129331,algeciras,Algeciras,Spain,36.133333,-5.433333,both,-31.301559147,-4.701395689999998,36.002954837,ESP
ALGER,DZA,3.063903809,36.78668213,alger,Alger,Algeria,36.766667,3.066667,both,8.481719726000001,0.6453888200000009,9.127108546000002,DZA
ALGHERO,ITA,8.314621453,40.56073274,alghero,Alghero,Italy,40.568,8.307,both,5.250717644000001,3.774050609999996,9.024768253999998,ITA
ALGIERS,DZA,3.063903809,36.78668213,algiers,,,,,left_only,-5.250717644000001,-3.774050609999996,9.024768253999998,
ALGOMA,USA,-87.433333,44.6,algoma,Algoma,United States,44.6,-87.433333,both,-90.497236809,7.813317869999999,98.310554679,USA
ALGONA,CAN,-82.5183,42.616534,algona,,,,,left_only,4.915033000000008,-1.983466,6.898499000000008,
ALGORTA,ESP,-3.018774624,43.33969514,algorta,,,,,left_only,79.497892376,0.7230281400000038,80.220920516,
ALIAGA,TUR,26.933333,38.833333,aliaga,Aliaga,Turkey,38.833333,26.933333,both,29.952107624,-4.50636214,34.458469764,TUR
ALICANTE,ESP,-0.490863184,38.33573316,alicante,Alicante,Spain,38.333333,-0.483333,both,-27.424196184,-0.49759984000000657,27.921796024000006,ESP
ALICUDI,ITA,14.36151123,38.534729,alicudi,,,,,left_only,14.852374414,0.19899584000000203,15.051370254000002,
ALIVERIO (ALIBERIO),GRC,24.03403903,38.40401277,aliverio (aliberio),,,,,left_only,9.6725278,-0.13071622999999732,9.803244029999997,
ALLARDYCE HARBOUR,SLB,158.6565,-7.787466132,allardyce harbour,,,,,left_only,134.62246097,-46.191478902,180.813939872,
ALLEN,PHL,124.284352,12.504558,allen,,,,,left_only,-34.372147999999996,20.292024131999998,54.66417213199999,
ALLEPPEY,IND,76.3175,9.495733868,alleppey,,,,,left_only,-47.966852,-3.008824131999999,50.975676132000004,
ALLIANCE,USA,-89.9616,29.66243387,alliance,,,,,left_only,-166.2791,20.166700002,186.445800002,
ALLIFORD BAY,CAN,-131.983333,53.216667,alliford bay,Alliford Bay,Canada,53.216667,-131.983333,both,-42.02173299999998,23.55423313,65.57596612999998,CAN
ALMERIA,ESP,-2.473142784,36.83359341,almeria,Almeria,Spain,36.833333,-2.466667,both,129.51019021599998,-16.383073590000002,145.893263806,ESP
ALMIRANTE,PAN,-82.4,9.3,almirante,Almirante,Panama,9.3,-82.4,both,-79.926857216,-27.533593409999998,107.460450626,PAN
ALMYROS (AMALIAPOLI) VOLOU (ALMIROS BOLOI),GRC,22.76142883,39.1851387,almyros (amaliapoli) volou (almiros boloi),,,,,left_only,105.16142883,29.885138700000002,135.04656753,
ALOFI,NZL,-169.933333,-19.033333,alofi,Alofi,Niue,-19.033333,-169.933333,both,-192.69476183,-58.2184717,250.91323353,NIU
ALONISSOS (ALONISSOS),GRC,23.84568,39.1503905,alonissos (alonissos),,,,,left_only,193.77901300000002,58.1837235,251.9627365,
ALOTAU,PNG,150.4511,-10.308666,alotau,,,,,left_only,126.60542,-49.4590565,176.0644765,
ALPENA,USA,-83.416667,45.066667,alpena,Alpena,United States,45.066667,-83.416667,both,-233.866667,55.383334000000005,289.250001,USA
ALSEN,USA,-73.8738,42.22553387,alsen,,,,,left_only,9.542867000000001,-2.841133130000003,12.384000130000004,
ALTA,NOR,23.25,69.966667,alta,Alta,Norway,69.973333333,23.235277778,both,97.1238,27.74113313,124.86493313,NOR
ALTAMIRA,MEX,-97.85,22.483333,altamira,Altamira,Mexico,22.483333,-97.85,both,-121.1,-47.483334,168.58333399999998,MEX
ALUSHTA,UKR,34.416667,44.683333,alushta,Alushta,Ukraine,44.683333,34.416667,both,132.26666699999998,22.2,154.46666699999997,UKR
ALVARADO,MEX,-95.7433,18.80133387,alvarado,,,,,left_only,-130.159967,-25.881999129999997,156.04196613,
ALVENAS,SWE,13.18151856,59.36853027,alvenas,,,,,left_only,108.92481856,40.5671964,149.49201496,
AMA,USA,-89.7,29.93333333,ama,,,,,left_only,-102.88151856,-29.43519694,132.31671550000002,
AMAGASAKI,JPN,135.3997,34.700634,amagasaki,Amagasaki,Japan,34.7,135.383333,both,225.09969999999998,4.767300670000001,229.86700066999998,JPN
AMAL,SWE,12.71270752,59.05389404,amal,,,,,left_only,-122.68699248,24.353260040000002,147.04025252,
AMALFI,ITA,14.6183,40.643934,amalfi,,,,,left_only,1.9055924799999993,-18.40996004,20.31555252,
AMAMAPARE,IDN,136.8406824,-4.826525568,amamapare,Amamapare,Indonesia,-4.816667,136.966667,both,122.22238239999999,-45.470459568,167.69284196799998,IDN
AMAMIOSHIMA,JPN,130.5651,31.563934,amamioshima,,,,,left_only,-6.2755823999999905,36.390459568,42.66604196799999,
AMAPALA,HND,-87.6434,13.30903387,amapala,,,,,left_only,-218.20850000000002,-18.25490013,236.46340013000003,
AMASRA,TUR,32.3933576,41.74945001,amasra,,,,,left_only,120.0367576,28.440416139999996,148.47717374,
AMBAHY,MDG,48.47514588,-20.77491168,ambahy,,,,,left_only,16.081788279999998,-62.52436168999999,78.60614996999999,
AMBALAVONTAKA,MDG,48.32348001,-21.32882088,ambalavontaka,,,,,left_only,-0.1516658700000022,-0.5539091999999997,0.7055750700000019,
AMBARCHIK,RUS,162.316667,69.633333,ambarchik,,,,,left_only,113.99318699,90.96215387999999,204.95534087,
AMBARLI,TUR,28.7,40.966667,ambarli,Ambarli,Turkey,40.966667,28.7,both,-133.616667,-28.666665999999992,162.283333,TUR
AMBAVAN'I SAHAVATO,MDG,48.42491157,-20.50197777,ambavan'i sahavato,,,,,left_only,19.72491157,-61.46864477,81.19355634,
,DOM,-70.766666667,19.833333333,amber cove,Amber Cove,Dominican Republic,19.833333333,-70.766666667,right_only,-119.19157823699999,40.335311102999995,159.52688933999997,DOM
AMBES,FRA,-0.533333,45.016667,ambes,Ambes,France,45.016667,-0.533333,both,70.233333667,25.183333667,95.416667334,FRA
AMBILA LEMAITSO,MDG,49.14644288,-18.85831493,ambila lemaitso,,,,,left_only,49.67977588,-63.87498193,113.55475781,
AMBLE,GBR,-1.596014551,55.33075064,amble,,,,,left_only,-50.742457431000005,74.18906557,124.931523001,
AMBODIHARINA,MDG,48.7686288,-20.00965308,ambodiharina,,,,,left_only,50.364643351000005,-75.34040372,125.705047071,
AMBODISAINA,MDG,48.49998544,-20.53334644,ambodisaina,,,,,left_only,-0.26864335999999867,-0.5236933599999993,0.792336719999998,
AMBOHITSARA,MDG,48.46137518,-20.86536832,ambohitsara,,,,,left_only,-0.03861026000000578,-0.33202188000000277,0.37063214000000855,
AMBON,IDN,128.166667,-3.683333,ambon,Ambon,Indonesia,-3.683333,128.166667,both,79.70529181999999,17.18203532,96.88732713999998,IDN
