PORT_NAME,CNTR_CODE3,LONGITUDE,LATITUDE,Port Name Lower,Main Port Name,Country Code,Latitude,Longitude,_merge,lon diff,lat diff,position diff,Country Code 3
CASABLANCA,MAR,-7.6112,33.613934,casablanca,Casablanca,Morocco,33.6,-7.616667,both,55.6412,22.94080013,78.58200013,MAR
CASAMICCIOLA,ITA,13.91666667,40.75,casamicciola,Casamicciola,Italy,40.752,13.912,both,21.52786667,7.136066,28.66393267,ITA
CASCAIS,PRT,-9.420567095,38.69148254,cascais,,,,,left_only,-23.326044125,-2.0590730199999996,25.385117145,
CASILDA,CUB,-79.989831,21.752771,casilda,Casilda,Cuba,21.75,-79.983333,both,-70.569263905,-16.938711540000003,87.507975445,CUB
CASSIS,FRA,5.533333333,43.21666667,cassis,,,,,left_only,85.523164333,21.463895670000003,106.987060003,
CASTELLAMMARE DEL GOLFO,ITA,12.87899602,38.03192938,castellammare del golfo,Castellammare Del Golfo,Italy,38.032,12.885,both,7.345662687000001,-5.184737290000001,12.530399977000002,ITA
CASTELLAMMARE DI STABBIA,ITA,14.46869795,40.69245259,castellammare di stabbia,,,,,left_only,1.5897019299999986,2.660523210000001,4.2502251399999995,
CASTELLON,ESP,0.020507545,39.97284115,castellon,,,,,left_only,-14.462825455,-0.7271588500000021,15.189984305000003,
CASTELSARDO HARBOR,ITA,8.701060071,40.91333333,castelsardo harbor,,,,,left_only,8.680552526000001,0.9404921799999997,9.621044706000001,
CASTINE,USA,-68.733333,44.383333,castine,Castine,United States,44.383333,-68.733333,both,-77.434393071,3.46999967,80.90439274100001,USA
CASTLE BAY,GBR,-7.483333,56.95,castle bay,Castle Bay,United Kingdom,56.95,-7.483333,both,61.25,12.566667000000002,73.816667,GBR
CASTLE ISLAND,USA,-133.1644,56.63923387,castle island,,,,,left_only,-125.681067,-0.31076613000000464,125.99183313,
CASTLETOWN BEARHAVEN,IRL,-9.916667,51.65,castletown bearhaven,Castletown Bearhaven,Ireland,51.65,-9.916667,both,123.247733,-4.98923387,128.23696687,IRL
CASTRIES,LCA,-61.004,14.011734,castries,Castries,Saint Lucia,14.016667,-61.0,both,-51.104,-37.638266,88.742266,LCA
CASTRO,CHL,-73.7588,-42.486866,castro,,,,,left_only,-12.754799999999996,-56.498599999999996,69.2534,
CASTRO-URDIALES,ESP,-3.213964604,43.381193,castro-urdiales,,,,,left_only,70.544835396,85.868059,156.412894396,
CASTROP-RAUXEL,DEU,7.28692627,51.58087158,castrop-rauxel,,,,,left_only,10.500890874,8.199678579999997,18.700569453999996,
CAT LAI,VNM,106.783333,10.75,cat lai,Cat Lai,Vietnam,10.75,106.783333,both,99.49640673,-40.83087158,140.32727831,
CATAGBACAN,PHL,123.828699,9.8615598,catagbacan,,,,,left_only,17.045366,-0.8884401999999998,17.9338062,
CATAINGAN,PHL,124.0020724,12.00284177,cataingan,,,,,left_only,0.17337340000000268,2.1412819699999996,2.3146553700000023,
CATALINA,CAN,-53.081,48.516134,catalina,,,,,left_only,-177.0830724,36.513292230000005,213.59636462999998,
CATANIA,ITA,15.09419864,37.49600602,catania,Catania,Italy,37.5,15.1,both,68.1658123,-11.01954954,79.18536184,ITA
CATANZARO,ITA,16.6245,38.820134,catanzaro,,,,,left_only,1.530301360000001,1.32412798,2.854429340000001,
CATBALOGAN,PHL,124.883333,11.766667,catbalogan,Catbalogan,Philippines,11.766667,124.883333,both,108.258833,-27.053467000000005,135.3123,PHL
CATIA LA MAR,VEN,-67.0291,10.60873387,catia la mar,Catia La Mar,Venezuela,10.6,-67.016667,both,-191.912433,-1.15793313,193.07036613,
CATICLAN,PHL,121.9504952,11.92798939,caticlan,,,,,left_only,188.9795952,1.3192555200000005,190.29885072000002,
CATSKILL,USA,-73.85,42.216667,catskill,Catskill,United States,42.216667,-73.84999999999998,both,-195.8004952,30.28867761,226.08917281,USA
CATTEWATER HARBOUR,GBR,-4.116666497,50.36666474,cattewater harbour,,,,,left_only,69.733333503,8.149997739999996,77.88333124299999,
CAVITE,PHL,120.9047,14.48093387,cavite,,,,,left_only,125.021366497,-35.885730869999996,160.907097367,
CAVO,ITA,10.42327881,42.85913086,cavo,,,,,left_only,-110.48142119,28.37819699,138.85961818,
CAVTAT,HRV,18.21617336,42.58009102,cavtat,,,,,left_only,7.79289455,-0.2790398400000029,8.071934390000003,
CAYENNE,GUF,-52.3369,4.936733868,cayenne,,,,,left_only,-70.55307336,-37.643357152,108.196430512,
CAYMAN BRAC,CYM,-79.75,19.75,cayman brac,Cayman Brac,Cayman Islands,19.75,-79.75,both,-27.4131,14.813266131999999,42.226366131999995,CYM
CAYO ARCAS TERMINAL,MEX,-92.0,20.18333387,cayo arcas terminal,Cayo Arcas Terminal,Mexico,20.166667,-91.983333,both,-12.25,0.43333386999999846,12.683333869999998,MEX
CAYO MOA GRANDE,CUB,-74.9,20.666667,cayo moa grande,Cayo Moa Grande,Cuba,20.666667,-74.9,both,17.099999999999994,0.4833331300000019,17.583333129999996,CUB
CEBU,PHL,123.9,10.3,cebu,Cebu,Philippines,10.3,123.9,both,198.8,-10.366667,209.16666700000002,PHL
CEIBA HUECA,CUB,-77.325575,20.224137,ceiba hueca,Ceiba Hueca,Cuba,20.216667,-77.31666699999998,both,-201.225575,9.924136999999998,211.149712,CUB
CEIBA TERMINAL,GNQ,9.233333,1.416667,ceiba terminal,Ceiba Terminal,Equatorial Guinea,1.416667,9.233333,both,86.558908,-18.80747,105.366378,GNQ
CELUKAN BAWANG,IDN,114.833333,-8.183333,celukan bawang,Celukan Bawang,Indonesia,-8.183333,114.833333,both,105.6,-9.6,115.19999999999999,IDN
CEMENTFABRIKKEN DANIAS HAVN,DNK,10.05,56.7,cementfabrikken danias havn,,,,,left_only,-104.783333,64.88333300000001,169.66666600000002,
CEMEX ALCANAR,ESP,0.55,40.57083333,cemex alcanar,,,,,left_only,-9.51666667,-16.112500000000004,25.629166670000004,
CERNAVODA,ROU,28.05,44.333333,cernavoda,Cernavoda,Romania,44.333333,28.05,both,27.5,3.762499670000004,31.262499670000004,ROU
CESENATICO,ITA,12.4,44.2,cesenatico,Cesenatico,Italy,44.208,12.408,both,-15.65,-0.13333300000000037,15.783333,ITA
CESME,TUR,26.3055,38.32613387,cesme,,,,,left_only,13.905499999999998,-5.873866130000003,19.77936613,
CEUTA,ESP,-5.318250956,35.89342887,ceuta,Ceuta,Spain,35.9,-5.316667,both,-31.623750956,-2.4327049999999986,34.05645595599999,ESP
CEYHAN,TUR,35.9770083,36.91522905,ceyhan,,,,,left_only,41.295259256,1.0218001799999996,42.317059436,
CH'AHO,PRK,128.65,40.2,ch'aho,Ch'aho,North Korea,40.2,128.65,both,92.67299170000001,3.284770950000002,95.95776265,
CH'ONGJIN,PRK,129.816667,41.766667,ch'ongjin,Ch'ongjin,North Korea,41.766667,129.816667,both,1.1666669999999897,1.5666669999999954,2.733333999999985,
CHACABUCO,CHL,-72.8341,-45.477066,chacabuco,,,,,left_only,-202.650767,-87.24373299999999,289.8945,
CHAGUARAMAS,TTO,-61.65,10.683333,chaguaramas,Chaguaramas,Trinidad and Tobago,10.683333,-61.65,both,11.184100000000008,56.160399,67.34449900000001,TTO
CHAH BAHAR,IRN,60.616667,25.266667,chah bahar,Chah Bahar,Iran,25.266667,60.616667,both,122.266667,14.583334000000002,136.850001,IRN
CHAKE CHAKE,TZA,39.766667,-5.25,chake chake,Chake Chake,Tanzania,-5.25,39.766667,both,-20.852433000000005,-30.55093387,51.403366870000006,
CHALKI DODEKANISSOU (XALKI DODEKANISOI),GRC,27.59970277,36.21741469,chalki dodekanissou (xalki dodekanisoi),,,,,left_only,-12.166964229999998,41.46741469,53.634378919999996,
CHALKIDA (XALKIDA),GRC,23.5889672,38.44875906,chalkida (xalkida),,,,,left_only,-4.010735570000001,2.231344370000002,6.2420799400000035,
CHALNA,BGD,89.5387,22.60683387,chalna,,,,,left_only,65.93870000000001,-15.859833130000002,81.79853313000001,
CHALON-SUR-SAONE,FRA,4.833777263,46.78102768,chalon-sur-saone,,,,,left_only,-84.704922737,24.174193810000002,108.87911654700001,
CHAMPERICO,GTM,-91.91644,14.291491,champerico,,,,,left_only,-96.750217263,-32.48953668,129.23975394299998,
CHANARAL,CHL,-70.6281,-26.336566,chanaral,,,,,left_only,21.28833999999999,-40.628057,61.91639699999999,
CHANCAY,PER,-77.25,-11.583333,chancay,Chancay,Peru,-11.583333,-77.25,both,-6.621899999999997,14.753233000000002,21.375132999999998,PER
CHANDLER,CAN,-64.6849,48.339934,chandler,Chandler,Canada,48.35,-64.666666667,both,12.565100000000001,59.923266999999996,72.488367,CAN
CHANGHANG,KOR,126.7247,35.98153387,changhang,,,,,left_only,191.39543027000002,-12.364021690000001,203.75945196000004,
CHANGSHU,CHN,120.95,31.766667,changshu,Changshu,China,31.766667,120.95,both,-5.774699999999996,-4.214866869999998,9.989566869999994,CHN
CHANGZHOU,CHN,119.983333,31.966667,changzhou,Changzhou,China,31.966667,119.983333,both,-0.966667000000001,0.1999999999999993,1.1666670000000003,CHN
CHANTHABURI,THA,102.113419,12.60207911,chanthaburi,,,,,left_only,-17.86991400000001,-19.364587890000003,37.23450189000001,
CHAOZHOU,CHN,117.083333,23.616667,chaozhou,Chaozhou,China,23.616667,117.083333,both,14.969914000000003,11.01458789,25.984501890000004,CHN
CHARCO AZUL,PAN,-82.866667,8.216667,charco azul,Charco Azul,Panama,8.216667,-82.866667,both,-199.95,-15.4,215.35,PAN
CHARLESTON,USA,-79.916667,32.783333,charleston,Charleston,United States,32.783333,-79.916667,both,2.950000000000003,24.566665999999998,27.516666,USA
CHARLESTOWN,KNA,-62.6329,17.126734,charlestown,Charlestown,Saint Kitts and Nevis,17.133333,-62.633333,both,17.283767000000005,-15.656599,32.940366000000004,KNA
CHARLEVOIX,USA,-85.266667,45.316667,charlevoix,Charlevoix,United States,45.316667,-85.266667,both,-22.633767,28.189933000000003,50.8237,USA
CHARLOTTE (SKIDEGATE),CAN,-132.0307,53.247334,charlotte (skidegate),,,,,left_only,-46.764033,7.930667,54.6947,
CHARLOTTE AMALIE,VIR,-64.933333,18.35,charlotte amalie,Charlotte Amalie,U.S. Virgin Islands,18.35,-64.933333,both,67.09736699999999,-34.897334,101.99470099999999,
CHARLOTTETOWN,CAN,-63.1289,46.230534,charlottetown,Charlottetown,Canada,46.233333,-63.133333,both,1.804433000000003,27.880533999999997,29.684967,CAN
CHARRE,MOZ,35.1433,-17.318166,charre,,,,,left_only,98.26226349000001,-63.54983267,161.81209616,
CHATHAM,GBR,0.542175802,51.4014782,chatham,Chatham,United States,57.516667,-134.933333,both,-34.601124198,68.7196442,103.32076839800001,USA
CHATHAM HARBOR,CAN,-65.46772674,47.03444444,chatham harbor,,,,,left_only,-66.01772674,-4.365555559999997,70.38328229999999,
CHAUMONT,USA,-76.133333,44.066667,chaumont,Chaumont,United States,44.066667,-76.13333299999998,both,-10.66560625999999,-2.967777439999999,13.633383699999989,USA
CHEBOYGAN,USA,-84.466667,45.65,cheboygan,Cheboygan,United States,45.65,-84.466667,both,-8.333334000000008,1.583332999999996,9.916667000000004,USA
CHEIKH ZENNAD,LBN,35.9833,34.606334,cheikh zennad,,,,,left_only,120.449967,-11.043666000000002,131.493633,
CHEJU,KOR,126.5123,33.51393387,cheju,,,,,left_only,90.529,-1.0924001299999944,91.62140012999998,
CHEKKA,LBN,35.7244,34.32953387,chekka,,,,,left_only,-90.808933,0.8128668700000006,91.62179986999999,
CHEMAINUS,CAN,-123.7091,48.916834,chemainus,,,,,left_only,-159.4335,14.587300130000003,174.02080013,
CHEMBA,MOZ,34.8995,-17.157766,chemba,,,,,left_only,158.60860000000002,-66.0746,224.68320000000003,
CHENNAI,IND,80.2971,13.09853387,chennai,,,,,left_only,45.3976,30.25629987,75.65389987,
CHEPSTOW,GBR,-2.668332479,51.63271575,chepstow,,,,,left_only,-82.968332479,38.53271575,121.50104822899999,
CHERBOURG,FRA,-1.617801242,49.64976896,cherbourg,,,,,left_only,1.050531237,-1.9829467899999997,3.0334780269999997,
CHERRY POINT,USA,-122.75,48.866667,cherry point,Cherry Point,United States,48.866667,-122.75,both,-121.132198758,-0.7831019600000033,121.915300718,USA
CHESAPEAKE,USA,-75.8045,39.521134,chesapeake,,,,,left_only,46.945499999999996,-9.345532999999996,56.29103299999999,
CHESTER,USA,-75.35,39.85,chester,Chester,United States,39.85,-75.34999999999998,both,0.4545000000000101,0.3288659999999979,0.783366000000008,USA
CHESTER HARBOR,CAN,-64.23881037,44.53694444,chester harbor,,,,,left_only,11.111189629999998,4.686944439999998,15.798134069999996,
CHETICAMP,CAN,-61.01,46.653034,cheticamp,,,,,left_only,3.228810369999998,2.116089559999999,5.344899929999997,
CHETUMAL,MEX,-88.2739,18.49433387,chetumal,,,,,left_only,-27.2639,-28.15870013,55.42260013,
CHI-LUNG,CHN,121.766667,25.133333,chi-lung,Chi-Lung,Taiwan,25.133333,121.766667,both,210.040567,6.638999130000002,216.67956613,
CHIANG KHONG,LAO,100.4061022,20.27430763,chiang khong,,,,,left_only,-21.36056479999999,-4.859025370000001,26.219590169999993,
CHIANG SAEN,THA,100.08973,20.267242,chiang saen,,,,,left_only,-0.31637220000000355,-0.007065629999999601,0.32343783000000315,
CHIAVARI,ITA,9.33298055,44.30929143,chiavari,,,,,left_only,-90.75674945,24.042049430000002,114.79879888,
CHIBA,JPN,140.092217,35.57636,chiba,,,,,left_only,130.766217,-8.728639999999999,139.49485700000002,
CHICAGO,USA,-87.6,41.883333,chicago,Chicago,United States,41.883333,-87.59999999999998,both,-227.666667,6.299999999999997,233.96666699999997,USA
CHICHESTER,GBR,-0.773350656,50.83001709,chichester,,,,,left_only,86.82664934399999,8.946684089999998,95.773333434,
CHICHIRIVICHE,VEN,-68.2729,10.91773387,chichiriviche,,,,,left_only,-67.499549344,-39.91228322,107.41183256400001,
CHICOUTIMI,CAN,-71.0456,48.437034,chicoutimi,,,,,left_only,-2.772699999999986,37.51930013,40.292000129999984,
CHIGNIK,USA,-158.4,56.3,chignik,Chignik,United States,56.3,-158.4,both,-87.33333300000001,7.866667,95.20000000000002,USA
CHIKOMA,COD,29.039306,-2.097797,chikoma,,,,,left_only,187.43930600000002,-58.397797,245.837103,
CHIMBOTE,PER,-78.610723,-9.077404,chimbote,,,,,left_only,-107.65002899999999,-6.979607,114.62963599999999,
CHINAE,KOR,128.65,35.133333,chinae,Chinae,South Korea,35.133333,128.65,both,207.26072299999998,44.210737,251.47145999999998,KOR
CHINDE,MOZ,36.4533,-18.57596613,chinde,Chinde,Mozambique,-18.566667,36.5,both,-92.1967,-53.709299130000005,145.90599913,MOZ
CHIOGGIA,ITA,12.2817,45.205734,chioggia,,,,,left_only,-24.171599999999998,63.781700130000004,87.95330013,
CHIOS (XIOS),GRC,26.13333333,38.36666667,chios (xios),,,,,left_only,13.851633329999999,-6.839067329999999,20.690700659999997,
CHIRIQUI GRANDE,PAN,-82.116667,8.95,chiriqui grande,Chiriqui Grande,Panama,8.95,-82.116667,both,-108.25000033,-29.41666667,137.66666700000002,PAN
CHITTAGONG,BGD,91.816667,22.316667,chittagong,Chittagong,Bangladesh,22.316667,91.816667,both,173.933334,13.366667,187.300001,BGD
CHIWAN,CHN,113.8847,22.46713387,chiwan,Chiwan,China,19.966667,110.033333,both,22.068033,0.15046687000000247,22.218499870000002,CHN
CHOISEUL BAY,SLB,156.4077,-6.686666,choiseul bay,,,,,left_only,42.52300000000001,-29.15379987,71.67679987000001,
CHOLA,MOZ,35.0071,-17.383966,chola,,,,,left_only,-121.4006,-10.697300000000002,132.0979,
CHONGJIN,PRK,129.7599,41.744534,chongjin,,,,,left_only,94.75279999999998,59.1285,153.88129999999998,
CHORA SFAKION (XORA SFAKION),GRC,24.1420535,35.2021025,chora sfakion (xora sfakion),,,,,left_only,-105.61784649999998,-6.542431499999999,112.16027799999998,
CHORNOMORS KE,UKR,32.7,45.516667,chornomors ke,Chornomors Ke,Ukraine,45.516667,32.7,both,8.557946500000003,10.314564499999996,18.872511,UKR
CHOSHI,JPN,140.8291,35.736534,choshi,Choshi,Japan,35.733333,140.85,both,108.12910000000001,-9.780133,117.909233,JPN
CHRISTCHURCH,NZL,172.7057,-43.554766,christchurch,,,,,left_only,31.876599999999996,-79.2913,111.1679,
CHRISTIANSO HARBOR,DNK,15.183333,55.316667,christianso harbor,Christianso Harbor,Denmark,55.316667,15.183333,both,-157.522367,98.871433,256.3938,DNK
CHRISTIANSTED,VIR,-64.6985,17.75343387,christiansted,Christiansted,U.S. Virgin Islands,17.75,-64.7,both,-79.881833,-37.56323313,117.44506613,
CHRISTMAS ISLAND,CXR,105.6774902,-10.42718506,christmas island,,,,,left_only,170.3759902,-28.180618929999998,198.55660913,
CHROME,USA,-74.216667,40.566667,chrome,Chrome,United States,40.566667,-74.216667,both,-179.8941572,50.99385206,230.88800926,USA
CHUNG CHING,CHN,106.633333,29.566667,chung ching,Chung Ching,China,29.566667,106.633333,both,180.85,-11.000000000000004,191.85,CHN
CHUPANGA,MOZ,35.5447,-18.007966,chupanga,,,,,left_only,-71.08863299999999,-47.574633,118.663266,
CHURCHILL,CAN,-94.0898,58.770834,churchill,Churchill,Canada,58.783333333,-94.2,both,-129.6345,76.7788,206.4133,CAN
CHUTE A BLONDEAU,CAN,-74.466667,45.583333,chute a blondeau,Chute A Blondeau,Canada,45.583333,-74.466667,both,19.623132999999996,-13.187500999999997,32.81063399999999,CAN
CIDE,TUR,33.0111,41.91653387,cide,,,,,left_only,107.477767,-3.666799130000001,111.14456613,
CIENFUEGOS,CUB,-80.456285,22.14121,cienfuegos,Cienfuegos,Cuba,22.15,-80.45,both,-113.467385,-19.77532387,133.24270887,CUB
CILACAP,IDN,108.9935,-7.734766132,cilacap,Cilacap,Indonesia,-7.733333,109.0,both,189.449785,-29.875976132,219.325761132,IDN
CINTA OIL TERMINAL,IDN,106.233333,-5.5,cinta oil terminal,Cinta Oil Terminal,Indonesia,-5.5,106.233333,both,-2.7601669999999956,2.234766132,4.9949331319999954,IDN
CIREBON,IDN,108.5489,-6.661966132,cirebon,Cirebon,Indonesia,-6.716667,108.566667,both,2.3155670000000015,-1.1619661319999999,3.4775331320000014,IDN
CIRKEWWA,MLT,14.33274686,35.98649625,cirkewwa,,,,,left_only,-94.21615314,42.648462382000005,136.864615522,
CIRO MARINA,ITA,17.13421673,39.36972222,ciro marina,Ciro Marina,Italy,39.372,17.136,both,2.8014698699999983,3.383225969999998,6.184695839999996,ITA
CITY ISLAND,USA,-73.783333,40.85,city island,City Island,United States,40.85,-73.783333,both,-90.90032269,1.483375119999998,92.38369781,USA
CIUDAD BOLIVAR,VEN,-63.5412,8.144333868,ciudad bolivar,Ciudad Bolivar,Venezuela,8.133333,-63.55,both,10.242132999999995,-32.705666132000005,42.947799132,
CIUDAD DEL CARMEN,MEX,-91.866667,18.633333,ciudad del carmen,Ciudad Del Carmen,Mexico,18.633333,-91.866667,both,-28.325467000000003,10.488999132,38.81446613200001,MEX
CIUDAD GUAYANA,VEN,-62.6634,8.370934,ciudad guayana,,,,,left_only,29.203267000000004,-10.262399,39.465666000000006,
CIUDADELA,ESP,3.833333333,40.0,ciudadela,,,,,left_only,66.49673333300001,31.629066,98.125799333,
,ITA,13.734,43.316,civitanova marche,Civitanova Marche,Italy,43.316,13.734,right_only,9.900666667,3.3160000000000025,13.216666667000002,ITA
CIVITAVECCHIA,ITA,11.78561645,42.09378784,civitavecchia,Civitavecchia,Italy,42.102,11.771,both,-1.9483835500000009,-1.222212160000005,3.170595710000006,ITA
CLARECASTLE HARBOUR,IRL,-8.95459364,52.81222222,clarecastle harbour,,,,,left_only,-20.740210089999998,10.718434380000005,31.458644470000003,
CLARENCE RIVER,AUS,153.3487,-29.40806613,clarence river,,,,,left_only,162.30329364000002,-82.22028835,244.52358199000003,
CLARENCIA,CHL,-70.1068,-52.902366,clarencia,,,,,left_only,-223.45550000000003,-23.49429987,246.94979987000002,
CLARENVILLE,CAN,-53.9695,48.160534,clarenville,Clarenville,Canada,48.17515,-53.9591,both,16.13730000000001,101.0629,117.20020000000001,CAN
CLARK CITY,CAN,-66.6326,50.185534,clark city,,,,,left_only,-12.67570954,2.0222006699999966,14.697910209999996,
CLARKS POINT,USA,-158.55,58.85,clarks point,Clarks Point,United States,58.85,-158.55,both,-91.91740000000001,8.664466000000004,100.58186600000002,USA
CLARKSON,CAN,-79.6,43.500134,clarkson,Clarkson,Canada,43.5,-79.59999999999998,both,78.95000000000002,-15.349865999999999,94.29986600000001,CAN
CLAVERIA,PHL,121.083333,18.616667,claveria,Claveria,Philippines,18.616667,121.083333,both,200.683333,-24.883467000000003,225.5668,PHL
CLAYOQUOT,CAN,-125.916667,49.15,clayoquot,Clayoquot,Canada,49.15,-125.916667,both,-247.0,30.533333,277.53333299999997,CAN
CLAYTON,USA,-76.05,44.233333,clayton,Clayton,United States,44.233333,-76.04999999999998,both,49.86666700000001,-4.916666999999997,54.783334,USA
CLEAR,USA,-82.8056,27.962534,clear,,,,,left_only,-6.755600000000001,-16.270799,23.026399,
CLEVELAND,USA,-81.716667,41.5,cleveland,Cleveland,United States,41.5,-81.716667,both,1.0889329999999973,13.537465999999998,14.626398999999996,USA
CLIFDEN,IRL,-10.0259,53.48973387,clifden,,,,,left_only,71.690767,11.989733870000002,83.68050087,
CLIFFE,GBR,0.466666667,51.46666667,cliffe,,,,,left_only,10.492566667,-2.0230672,12.515633867,
CLIFTON PIER,BHS,-77.55,25.0,clifton pier,Clifton Pier,The Bahamas,25.0,-77.54999999999998,both,-78.016666667,-26.466666670000002,104.483333337,
CLINTON,USA,-72.5211,41.26753387,clinton,,,,,left_only,5.038600000000002,16.25539987,21.293999870000004,
CLOGHAN,GBR,-5.756115842,54.85792641,cloghan,,,,,left_only,66.764984158,13.590392539999996,80.355376698,
CLYDEBANK,GBR,-4.4,55.9,clydebank,,,,,left_only,1.3561158419999995,1.042073590000001,2.3981894320000006,
CLYDEPORT,GBR,-4.321173512,55.86755563,clydeport,,,,,left_only,0.0788264880000007,-0.03244437000000033,0.11127085800000103,
COAL HARBOR,CAN,-127.583333,50.6,coal harbor,Coal Harbor,Canada,50.6,-127.583333,both,-123.262159488,-5.267555629999997,128.52971511799998,CAN
COAL POINT,USA,-151.416667,59.6,coal point,Coal Point,United States,59.6014,-151.4111,both,-23.833333999999994,9.0,32.833333999999994,USA
COATZACOALCOS,MEX,-94.416667,18.15,coatzacoalcos,Coatzacoalcos,Mexico,18.15,-94.416667,both,56.999999999999986,-41.45,98.44999999999999,MEX
COBH,IRL,-8.289619213,51.85140144,cobh,Cobh,Ireland,51.85,-8.3,both,86.12704778700001,33.70140144,119.82844922700001,IRL
COBOURG,CAN,-78.166667,43.95,cobourg,Cobourg,Canada,43.95,-78.166667,both,-69.87608985,-7.89916667,77.77525652,CAN
COCHIN,IND,76.2447,9.954533868,cochin,,,,,left_only,154.41136699999998,-33.995466132000004,188.40683313199997,
COCKBURN,CAN,-83.316667,45.95,cockburn,Cockburn,Canada,45.95,-83.31666699999998,both,-159.561367,35.995466132000004,195.556833132,CAN
COCKBURN HARBOR,TCA,-71.533333,21.5,cockburn harbor,Cockburn Harbor,Turks and Caicos Islands,21.5,-71.533333,both,11.783333999999996,-24.450000000000003,36.233334,TCA
COCKBURN TOWN,BHS,-74.533333,24.05,cockburn town,Cockburn Town,The Bahamas,24.05,-74.533333,both,-3.0,2.5500000000000007,5.550000000000001,
COCKENZIE,GBR,-2.952,55.975234,cockenzie,,,,,left_only,71.581333,31.925234,103.506567,
COCO GROVE NATURE RESORT,PHL,124.284159,10.616992,coco grove nature resort,,,,,left_only,127.236159,-45.358242000000004,172.594401,
COFFS HARBOUR,AUS,153.1439,-30.30356613,coffs harbour,,,,,left_only,28.859741,-40.92055813,69.78029913,
COGO,GNQ,9.683333,1.833333,cogo,Cogo,Equatorial Guinea,1.083333,9.7,both,-143.460567,32.13689913,175.59746613,GNQ
COLCHESTER,GBR,0.916666667,51.9,colchester,Colchester,United Kingdom,51.883333,0.916667,both,-8.766666333,50.066666999999995,58.833333333,GBR
COLD BAY,USA,-162.7,55.2,cold bay,Cold Bay,United States,55.2,-162.7,both,-163.61666666699998,3.3000000000000043,166.916666667,USA
COLERAINE,GBR,-6.666666667,55.13333333,coleraine,Coleraine,United Kingdom,55.133333,-6.666667,both,156.033333333,-0.06666667000000359,156.100000003,GBR
COLES BAY OIL TERMINAL,SXM,-63.083333,18.016667,coles bay oil terminal,Coles Bay Oil Terminal,Sint Maarten,18.016667,-63.083333,both,-56.416666333,-37.11666633,93.53333266300001,
COLL,GBR,-6.52409779,56.6219782,coll,,,,,left_only,56.559235210000004,38.6053112,95.16454641000001,
COLLAFIRTH (SHETLAND ISLANDS),GBR,-1.3669165,60.528451,collafirth (shetland islands),,,,,left_only,5.15718129,3.906472799999996,9.063654089999996,
COLLINGWOOD,NZL,172.666667,-40.683333,collingwood,Collingwood,Canada,44.5,-80.233333,both,174.0335835,-101.211784,275.2453675,CAN
COLLO,DZA,6.5651,37.01643387,collo,Collo,Algeria,37.0,6.583333,both,-166.101567,77.69976686999999,243.80133386999998,DZA
COLOMBO,LKA,79.8428,6.941187,colombo,Colombo,Sri Lanka,6.95,79.84999999999998,both,73.2777,-30.07524687,103.35294687,LKA
COLON,URY,-58.133333,-32.216667,colon,Colon,Argentina,-32.216667,-58.133333,both,-137.976133,-39.157854,177.133987,ARG
COLON CONTAINER TERMINAL,PAN,-79.88510012,9.373333333,colon container terminal,,,,,left_only,-21.751767120000004,41.590000333,63.341767453,
COLONCHA,VEN,-71.7521,9.203133868,coloncha,,,,,left_only,8.133000120000005,-0.1701994649999996,8.303199585000005,
COLONIA,FSM,138.133333,9.516667,colonia,Colonia,Uruguay,-34.466667,-57.85,both,209.88543299999998,0.3135331319999999,210.19896613199998,URY
COLONIA DEL  SACREMENTO,URY,-57.85,-34.466667,colonia del  sacremento,,,,,left_only,-195.983333,-43.983334,239.96666699999997,
COLUMBIA,USA,-76.25,35.916667,columbia,Columbia,United States,35.916667,-76.25,both,-18.4,70.38333399999999,88.783334,USA
COME BY CHANCE BAY,CAN,-53.7657,47.622334,come by chance bay,,,,,left_only,22.484299999999998,11.705667000000005,34.189967,
COME BY CHANCE HARBOR,CAN,-54.016667,47.8,come by chance harbor,Come By Chance Harbor,Canada,47.8,-54.016667,both,-0.2509669999999957,0.177665999999995,0.4286329999999907,CAN
COMODORO RIVADAVIA,ARG,-67.466667,-45.866667,comodoro rivadavia,Comodoro Rivadavia,Argentina,-45.866667,-67.466667,both,-13.450000000000003,-93.66666699999999,107.11666699999999,ARG
COMOX,CAN,-124.9327,49.673934,comox,,,,,left_only,-57.466032999999996,95.54060100000001,153.00663400000002,
CONAKRY,GIN,-13.715173,9.51905,conakry,Conakry,Guinea,9.516667,-13.716667,both,111.20926750000001,-40.15178333,151.36105083,GIN
CONCARNEAU,FRA,-3.911904167,47.87451919,concarneau,Concarneau,France,47.866667,-3.916667,both,9.803268833,38.35546919,48.158738023,FRA
CONCEPCION DEL URUGUAY,ARG,-58.233333,-32.483333,concepcion del uruguay,Concepcion Del Uruguay,Argentina,-32.483333,-58.233333,both,-54.321428833,-80.35785219,134.679281023,ARG
CONCHAN OIL TERMINAL,PER,-77.0,-12.166667,conchan oil terminal,Conchan Oil Terminal,Peru,-12.166667,-77.0,both,-18.766666999999998,20.316666,39.083332999999996,PER
CONCHE,CAN,-55.9,50.883333,conche,,,,,left_only,21.1,63.05,84.15,
CONCORDIA,ARG,-58.033333,-31.4,concordia,Concordia,Argentina,-31.4,-58.033333,both,-2.1333330000000004,-82.283333,84.41666599999999,ARG
